source_id,support summary,deny summary,query summary,comment summary
581473088249958400,@jjauthor @gatewaypundit i knew that scarf he was wearing in that photo.,,@jjauthor @gatewaypundit Isn't Islam a wonderfully peaceful religion?,@jjauthor @gatewaypundit.
5938df,,,,"'I think it's a good thing that it's not a bad thing, it's a good thing that it's not a bad thing, it's a good thing that it's not a bad thing."
5l23au,,,,i think this sub is so focused on Hillary's campaign. she's done. she's done.
5mkmg1,,,,a 97 % consensus is a 'bunker'. a 'bunker' is a 'bunker'.
5qzxep,,,,if you're not charging your battery the only one you would need to worry about is a lithium battery.
5tk0zx,.,,,
5vvv51,,,,a lot of comments were made about the news organisation being balanced. the rules were slammed by the media and entertainment division.
5yp0yt,,,,kettles are not a kettle. kettles are a bit more expensive than kettles.
63uefi,,,,he was the first president to do it while in office.
644j1f,,.,,
66yxyf,,oscars.,,snopes article says that the oscar-winning meme is a 'little burp'.
6a4cji,"Einige dieser e-mails sind zwar länger, aber es gibt noch zwei kurze e-mails.",,,.
6hb6b3,,a lot of pro athletes believe it is true.,,a sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy sex
6jk9iq,,.,,"A, you learn to appreciate what you have through introspection."
6m1mwg,,Einige dieser nderungen sind nicht angemessen.,,
6o9ozz,,,,i'm not sure if you're a kerbal space explorer.
6rimvf,,,,
758159624122097664,@sampepper marina is a fuck up. she lied sam pepper to her.,@sampepper you are the one that needs help. you have no right to speak on this topic.,@sampepper @jessismiles__ WOULD you rape her?,@sampepper @sampepper @nathDoe oh shitburn. @sampepper @sampepper @nathDoe.
763098277986209792,,.,@NatShupe @Just_a_Texan?,@NatShupe @TGowdySC A PICK-ME-UP @OANN @CBSNews @NatShupe.
764927075522260992,@RealAlexJones @trump4Hope.,"@RealAlexJones @infowars @infowars, he is a real journalist.",@realAlexJones @infowars?,@RealAlexJones @infowars!
767725956706414592,@brianstelter @fmanjoo.,@brianstelter - a brianstelter - a smear.,"@brianstelter @fmanjoo, what's the truth?",@brianstelter trump. he is a brianstelter. he is a brianstelter.
768859780240773121,@asamjulian @asamjulian @asamjulian @jgreen46.,,@asamjulian is a minivan.,@asamjulian @jgreen46.
769988636754505729,@PrisonPlanet @NubianAwakening.,@PrisonPlanet.,@PrisonPlanet..,@PrisonPlanet is a tyrant who can't be a tyrant.
774165935041093633,,,"@larryelder I'm confused, which names are you referring to?",@larryelder.
774991078265094144,"@mitchellvii @joanieChesnutt, a medical episode, is a'moment'. @mitchellvii @joanieChesnutt, a'moment', is in good health.",@mitchellvii @elmorephd.,@mitchellvii.,@mitchellvii @mattymansell. @mitchellvii @mattymansell.
775057555865206784,,,@ASatyanarayanan.,@Portosj81J @Portosj81J @fanny57.
784071228248109057,@foxnewspolitics.,,,@foxnewspolitics @finnygo @JenGriffinFNC @HillaryClinton. @foxnewspolitics @finnygo @JenGriffinFNC.
784118929799073793,,,,@varepall @FoxNews.
784216706080178176,,@foxandfriends.,#NoResults How will you rebuild when you are still fighting issues that were smaller issues before you are still fighting them?,@foxandfriends. @foxandfriends.
784316107645603840,@foxandfriends hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,@foxandfriends @FoxNews.,,@foxandfriends @foxandfriends @foxandfriends @FoxNews. @foxandfriends @foxandfriends @foxandfriends @foxandfriends @foxandfriends.
78sxy7,,,,'.
7d28gk,,,,a three-strike law is in place. a lot of people are convicted of violent crimes.
7g16as,,,,russian bot'shame' on trump. 'i'm not sure if i'm going to be a trump.
7hrc7n,,,,''I'm not sure what's going on in the world''
7imq99,'The shame of the world' is a 'disgusting' movement.,,,a few hundred people have been criticized for their'regressive' attitude.
7jkthr,,,,a fake quote from a google archive.
7p7cq,the government was formed as a quasi-democratic socialist ( zionist) entity by the leaders of the government.,the first step in a democracy declaring war on another is to define democracy so that it excludes your own.,,
7z11oi,,: 'It's instant or doesn't work at all',,iii).
828933929080086528,- @ray_wilton @yournewswire.,@ray_wilton @yournewswire @snope @snope @yournewswire.,,
830469481621241857,@TheOnion @emilyvernon11.,@TheOnion.,@TheOnion - a video of the event - is a good idea.,@TheOnion. @TheOnion.
83ddtk,,,,'. '. '. '. '. '. '. '. '. '.
852844529778601985,,,@TODAYshow How many people were killed in the attack?,@TODAYshow @HallieJackson.
872300483272114177,@timescolonist.,,@timescolonist @firetofire @timescolonist @firetofire @timescolonist @firetofire @timescolonist @firetofire @timescolonist @firetofire @timescolonist @firetofire @timescolonist @firetofire @timescolonist @timescolonist @firetofire @timescolonist @firetofire @timescolonist @firetofire @timescolonist @,@timescolonist @timescolonist I have never seen a tornado. I haven't seen a tornado.
872367878871408640,@RyGuySA.,@RyGuySA @GoSouthOnline Fake.,@RyGuySA @JoelGuy_?,@RyGuySA @BoitumeloMoti.
879j1c,,,,i'm not sure if i'm going to be in the country.
892781499103277056,,@NANDANPRATIM.,"@NANDANPRATIM Sir, was am I to look at?",@NANDANPRATIM.
897502435593265152,,,,@snopes.
897715873145913344,...,,,@HealthRanger @ivankaTrump @landrights4all!
8d6h5t,,.,,i was taught to do it when I was 5 years old.
8e86kt,,,,
8efswb,,,,i'm not sure about that.
8gp0d7,,"Idk, i'm a dyngus.",.,I have a sinus infection and can only breathe through the nose. I have a swollen nose.
8i274x,"SS : # Eric Schneiderman hat es geschafft, Kindersex zu verkaufen, die sich in die Clintons wünscht.",,,axxhole Trump has been a fling over the Resolute Desk.
8j9s33,"researchers looked at the boys in the categories of legal immigrants, unauthorized immigrants and U.S. born offenders.",,,a shit is a crime. a shit is a crime. a. shit is a crime. a. shit.
8lkwd7,,,,"i think the ad is a'sad', but i don' t think it's a'sad','sad','sad','sad','sad'."
8lwt83,,,,i'm not sure if i'd be a medical school in the country. i'm not sure if i'd be a medical school.
8m9y0o,,,,a few of the flavors are different.
8n9173,,,Warum schlafen wir mit unseren Kopf?,'. '. '. '. '. '. '. '. '. '. '. '. '. '.
8unvgg,,,,a quota of a person. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a. a
8yktu5,,'I was opening Turnberry the day before Brexit... I was skewing overwhelmingly towards lie.,,he arrived in Scotland the day before the vote and predicted it. he will be able to open a golf course.
901939374375370752,@JimKuther @TheDemocrats and @BLMHOU,@JimKuther @Shareaholic @Shareaholic.,@JimKuther @Fusion4Trump @Shareaholic.,@JimKuther @Shareaholic. @JimKuther @Shareaholic.
902006921523331073,,@jackbgoode1 @Shareaholic - a fake road / hwy.,,@jackbgoode1 @Shareaholic.
902134516575346688,@VeganYogaDude @invisibleman_17 OMG.,@VeganYogaDude @invisibleman_17.,@invisibleman_17.,@VeganYogaDude @invisibleman_17.
902224586967621633,@jimmyvasser @Jeggit @DopeMohammed.,@jimmyvasser @Jeggit #fakenews.,,@jimmyvasser @Jeggit @Jeggit @Jeggit @jimmyvasser @Jeggit @jimmyvasser @Jeggit @jimmyvasser @Jeggit @ashtonguevara.
902542822540173314,"@JoeBruni Lol hat es schon geschafft, es hat sich erholt.",,,"@JoeBruni Boi, i tried to get a shot at the movie."
902595384635043840,,@cd5762 @Jeggit.,,@cd5762 @Jeggit I think this is a special moment in the world of a shark.
903336023362547715,,,.,@LeeLee2857 @CNN Miley Cyrus gave 500k @CNN.
903528113631584256,,,,@dearing_shayne I am glad the intelligent people of our generation decided on a 4-legged child.
904111594912841729,,@Carolde @fakenews!,@carolde @billclinton @ChelseaClinton @BarackOb.,@Carolde @LinWeeks That's a lot of money!
904200288059494400,,,,@verge.
904725019372253184,,@KristinaSpark17.,,@KristinaSpark17.
904727149747326977,,,@TheBabylonBee.,@Ez4u2say_Janis @TheBabylonBee I thought this was a satire.
904762977185808385,@MrChuckD - a simple physics.,,,@MrChuckD. I think it's a great idea to get a.. a...........................................
905161219274940416,@AMike4761 Terrorists not thugs.,@AMike4761 I think that pic is from something else.,.,@AMike4761 Run them over!
905290355796533252,,,,@scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @scroggstl @
905541650541420546,,,@carolinagirl63.,@carolinagirl63.
905590451876634624,.,,,@WNYJEFF!
905600465160810497,@stevemcgrew @Monica4Trump WTF is right!,,,@stevemcgrew.
905682058621616128,,@Thomas1774Paine fausse ad hoc.,@Thomas1774Paine.,@Thomas1774Paine.
906170027937849345,,,,@gal_deplorable @RhondaSexton17.
907697675184885760,@eavesdropann @milesblade1.,,@eavesdropann.,@eavesdropann The Red Cross is one of the charities that cancelled their banquet at Trump's Mar-a-Lago.
909084965035487232,,,,@HarlemJ11.
909982405167067136,,,"@ToKoCCA Common bro, post it or #FakeNews.",@ToKoCCA.
910024540578869248,.,@KimThom14752696.,http://www.cfs.ca/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr,i'm not sure what to do with the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the s
910121722149527552,@TheLucyRiccardo $URL$,,,@2Chron169 I'm a real peach.
914582144952995840,,,,@beckystarr1973.
914684276477710336,@sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB,@sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB,@sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraTXAS @sandraT,@sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB1969 @ChooseToBFree @sandraTXAS @carrieksada @SpecialKMB
919231965471105024,,@snopes.,,@snopes.
934715071757819904,,,@LalitKModi @Gidi_Traffic Pls share the link to download the link to the wiki.,@KenyanTraffic @Gidi_Traffic @LalitKModi @Gidi_Traffic Wow.
934828842505723904,@Gidi_Traffic @LalitKModi @natgeowild @KenyanTraffic @LalitKModi Incredible!,,@Gidi_Traffic @LalitKModi Was the money paid to the e-mail @KenyanTraffic @LalitKModi?,@Gidi_Traffic @KenyanTraffic @LalitKModi Wow!
934q6t,The Iodine Crisis is really good and we don't get as much Iodine as we used to.,,,iodized salt is a huge global health initiative. it is a good way to get rid of iodine.
935577591850979329,@HealthRanger Japan and the General Electric Corporation are the reactors of the Fukushima-based company.,,"@HealthRanger NO, @realDonaldTrump POTUS.",@HealthRanger I'm not sure what to expect from the quake.
938787800974950400,@jjjauthor @grizzleMeister.,jjauthor is a paragraph long with pages and pages of ad click bait.,,"@jjauthor @GrizzleMeister Great example, CaGovBrown #RogueThievery passing all his bills."
938o5h,,,,' The Second Pyramid' is a false bottom.
939234401681944576,@KellyannePolls.,,@KellyannePolls.,@politicalmablog @KellyannePolls. @kellyannePolls..
940078473061609472,,@WhoWolfe.,@WhoWolfe @deenie7940.,@WhoWolfe @manm8ing Well... but it was the global warming that started it.
941305217454403584,@OfficialHanzala Amazing.,,,@OfficialHanzala.
944339600998326274,@Irum47!,,@Irum47,@Irum47 @Nimra71 gud irum nice video.
945845194699759616,@TheOnion You's sounds right.,@TheOnion Shame on Onion $URL$,@TheOnion @elenitamarie18.,@TheOnion I was shocked to hear that he was a'savage'. he is not the Messiah.
951976286301204480,EDITOR'S NOTE: The final tax bill was approved after this article.,,,"@SteveKnight25, a one-time disaster relief package."
986750534886424576,,,,@JRTomlinAuthor I'm not praising her.
986801053168488449,@carridea @Darph_Nader.,,@darph_nader What are you quoting from that from the above?,@darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @darph_nader @dr.
987323105524768769,,,,. I thought she was the first lady EVER.
987801763850809344,,,,@wcruz73 @courtofsatyrs.
ayn70,,,,IQ is 19 points higher than yours.
wfajw,,,,rpolitics is overwhelmingly liberal. but he's not a liberal.
xn2bn,,,,"if he had a fake birth certificate, he wouldn't be in office. he's a troll."
