source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
940078473061609472,Wolfe doesn't believe in global warming.,There are no fires in the US.,Wolfe is in a bad mood.,Wolfe is safe in California.
941305217454403584,There is no such thing as too much information.,Hassan is from Pakistan.,"According to Wikipedia, it is:",(http://www.washingtonpost.com/
944339600998326274,@Irum47 is a great video.,Irum shares a funny video.,Irum shares a video with his friends.,Irum shares his views on Twitter.
945845194699759616,@TheOnion doesn't believe in God.,@TheOnion is trying to be funny.,@TheOnion has a joke about a man with dementia.,@TheOnion has a funny tweet.
951976286301204480,There are a lot of wildfires in California.,The vote was in favor of the bill.,There is no permanent solution to the problem.,There is no such thing as too much information.
986750534886424576,It's almost as if someone died.,There is nothing special about Hillary Clinton.,There is no such thing as too much information.,There's a lot of stuff going on.
986801053168488449,There's a link to the article.,There's no two ways about it.,There's a lot of noise going on right now.,The best is yet to come.
987323105524768769,She was introduced as the first lady.,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as too much information.
987801763850809344,There's a lot to say.,She did not mean what she said.,Rabid and her family made a mistake.,It's a shame that they did it.
ayn70,I haven't heard that yet.,The test does not require an IQ.,There is no such thing as a free lunch.,My IQ is higher than yours.
wfajw,The worst part is knowing what to do.,"In his opinion, people don't care.",It's not illegal to have a bank account.,"It's not illegal to smoke marijuana, but it's not legal."
xn2bn,There is no evidence that Obama is a right-winger.,He hasn't paid his taxes in 10 years.,There is no proof that Obama is a good person.,There's nothing to worry about.
