source_id,support summary,deny summary,query summary,comment summary
580319078155468800,"A Germanwings plane has crashed in the French Alps, killing all 150 people on board.",A look back at some of the most eye-catching images from the BBC News website over the past 12 months.,,"A Germanwings plane has crashed in the French Alps, killing all 150 people on board."
580319184652890113,"A passenger plane has crashed in the French Alps, killing all 11 people on board.",,A look back at some of the most memorable stories from the BBC News Channel in the past year.,"A passenger plane has crashed in the French Alps, killing all 150 people on board."
580320684305416192,A look at some of the key stories in aviation over the past week.,,,A look at some of the stories you might have missed in the news this week.
580321156508577792,,,,A look back at some of the best stories from the BBC News Channel in the past 12 months.
580322453928431617,A look at some of the key stories in the news over the past 24 hours.,,,A look at some of the key stories in the news over the past 24 hours.
580323060533764097,,,,
580324027715063808,,,,"A Germanwings plane has crashed in the French Alps, killing all 150 people on board."
580325090367315968,A look back at some of the most memorable moments from this year's Paralympic Games.,A look back at some of the most memorable stories from the BBC News website over the past year.,"A plane has crashed in the English Channel, with the loss of three lives.",The pilot of a Malaysia Airlines flight from Kuala Lumpur to Singapore has been arrested on suspicion of violating flight safety rules.
580326222107951104,Tributes have been paid to the victims of the Manchester Arena attack.,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,A man has been killed and another injured in a shooting at a shopping centre in north-west London.
580331561398108160,A look back at some of the most memorable stories from the BBC News website over the past year.,,A look at some of the stories you may have missed in the news this week.,People have been using social media to express their views on the EU referendum.
580332109782466561,A look back at some of the most memorable moments from this year's Paralympic Games in Rio.,,,Tests are under way to see if this is the first time a Russian plane has crashed in the English Channel.
580333763512705025,French police are investigating the death of a man who was hit by a lorry in the south of the country.,,,The BBC has learned that all four people on board the plane were killed when it crashed in the French Alps.
580333909008871424,Tributes have been paid to the victims of the Paris attacks.,,,A look back at some of the best tweets from BBC Radio 4's Today programme over the past week.
580339547269144576,,A look back at some of the most memorable moments from the BBC News Channel's coverage of the Germanwings air crash.,The BBC has been given permission to broadcast live commentary on BBC Radio 4's Today programme from 7:30am to 9:00am.,A look back at some of the top stories of the week in German media.
580339825649291264,A look back at some of the stories we've been following this week.,,,"A Germanwings plane has crashed in the French Alps, killing all 150 people on board."
580340476949086208,A look at some of the tweets that have been trending on Twitter in the past 24 hours.,,"A plane has crashed in the French Alps, killing all 11 people on board.",Tributes have been paid to the victims of the Germanwings plane crash.
580348081100734464,"A Germanwings plane has crashed in the French Alps, killing all 11 people on board.",,Tributes have been paid to the victims of the Manchester Arena attack.,Spain's King Felipe VI has cancelled a state visit to France after the Germanwings plane crash.
580352273001410560,A look at some of the key stories in the news over the past 24 hours.,A look back at some of the best tweets from the BBC News Channel over the past week.,"Pascal Livenet, a pilot from Sweden, was on a flight from Stockholm to Gothenburg when his plane was involved in a mid-air collision.",The pilot of a Malaysia Airlines flight from Kuala Lumpur to Stockholm made an emergency call to air traffic control as the plane began to descend.
580360165540642816,A look at some of the key stories in the news over the past 24 hours.,A look back at some of the top stories of the past week.,,
580371845997682688,,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the key stories in the news over the past 24 hours.
580882341880446977,A look at some of the key stories in the news over the past 24 hours.,,,Newsround has been following the story of a man who has been arrested on suspicion of murder in the US state of Florida.
581047170637381632,,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the key stories in the news over the past week.
581063377226637312,,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look back at some of the top stories of the past week.
581153923987206146,A look back at some of the most memorable moments from the 2016 Paralympic Games in Rio.,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,A look back at some of the best tweets from the BBC News Channel over the past week.,A number of people have taken to social media to criticise the US pilot who killed himself after crashing his plane into the French Alps.
581290271997968384,A look back at some of the best tweets from the BBC News website over the past week.,,A look at some of the stories you may have missed in the news this week.,"The co-pilot of the Germanwings plane that crashed in the French Alps was killed by a bomb thrown from the cockpit, reports say."
581293286268129280,A look back at some of the best tweets from the BBC News Channel over the past week.,A look back at some of the best tweets from the BBC News Channel over the past week.,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,"Former US President Barack Obama has been accused of being ""anti-Muslim"" and ""Islamophobic"" on Twitter."
581359544682614784,A look back at some of the most memorable stories from the BBC News website over the past year.,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the key stories in the news over the past 24 hours.,Germanwings co-pilot Andreas Lubitz has died in a plane crash in the Czech Republic.
581386094337474560,,A look back at some of the top stories of the past week.,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,Twitter users have been sharing their reaction to US President Donald Trump's announcement that he will not seek re-election in November.
581473088249958400,A look back at some of the best tweets from the BBC News website over the past week.,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,A look back at some of the best tweets from the BBC News website over the past week.
5938df,,,A look at some of the key stories in the news over the past 24 hours.,"If you want to know how many people are killed in the world every year, look at this list."
5l23au,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,,"Hillary Clinton's campaign manager, Corey Lewandowski, has told the BBC that illegal immigrants in the US are voting for her."
5mkmg1,,,,There is a lot of debate about whether or not climate change is caused by human activity or natural causes.
5qzxep,,,,"If you've ever wondered what would happen if your phone ran out of juice, here's your answer."
5tk0zx,A look back at some of the most memorable moments in the history of the BBC News Channel.,,,A look back at some of the most memorable moments from this year's US presidential election.
5vvv51,,,,"Fox News is not a news organisation, it is an entertainment company, and there are no rules about what it can or cannot report."
5yp0yt,A look back at some of the most memorable stories from the BBC News website over the past year.,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,"Coffee kettles are a big deal in the UK, but what do you use them for?"
63uefi,,,,Former US Vice-President Dick Cheney has been accused of using his position as chairman of Halliburton to avoid paying taxes on the company's profits.
644j1f,,A look back at some of the most memorable moments from this year's Brit Awards.,,A look back at some of the top stories of the past week.
66yxyf,,A look at some of the most striking images from around the world this week.,,A selection of the best memes from around the internet over the past week.
6a4cji,A look back at some of the most memorable moments in the history of the BBC News Channel.,,,The BBC is to broadcast an hour-long special on BBC Radio 5 live on Saturday night.
6hb6b3,A look back at some of the most memorable stories from the BBC News website over the past year.,The BBC has been granted permission to broadcast live commentary from the 2016 Rio Olympics on BBC Radio 5 live.,,"The world is not flat, according to a new report from the US space agency, Nasa."
6jk9iq,A look back at some of the most memorable stories from the BBC News website over the past year.,"It's not every day that you get to say ""I love you"" to someone and then get to hear them say it back in return.",,How do you know if you've done something wrong or not?
6m1mwg,,A look back at some of the most memorable stories from the BBC News website over the past year.,,"A few weeks ago, I wrote a post on the subject of whether or not it is possible to have two brains in one person."
6o9ozz,,,,I've been trying to work out how much fuel would it take to send a probe to the moon and I've come up with the following.
6rimvf,,The BBC News website looks at some of the stories you may have missed over the past week.,A look at some of the most interesting news stories from around the world this week.,A look back at some of the most memorable moments from this year's Paralympic Games.
758159624122097664,"Theresa May has been accused of being a ""drug addict"" and a ""hooker"".",People on social media have been reacting to the news that ex-girlfriend Marina Diamandis is in a relationship with another man.,Twitter users have been giving their reaction to the news that a woman has been found guilty of indecently assaulting a man in a London park.,Twitter users have been giving their reaction to the news that a woman in her 20s has been raped in her own home.
763098277986209792,,The BBC has been given permission to post a live video of Donald Trump's speech at the Republican National Convention.,A look back at some of the best tweets from the BBC News Channel over the past week.,Twitter users have been giving their reaction to the news that a British woman has been diagnosed with terminal cancer.
764927075522260992,A look at some of the tweets that have been trending on Twitter in the past 24 hours.,A Twitter user called Alex Jones has been accused of lying about the US presidential election.,The BBC's political correspondent Alex Jones looks at some of the key issues facing the UK in the run up to the general election.,Twitter users have been giving Alex Jones a run for his money.
767725956706414592,Former US Secretary of State Hillary Clinton has been accused of lying about her treatment for breast cancer.,Former US Secretary of State Hillary Clinton has been accused of lying about having a heart attack.,Former US Secretary of State Hillary Clinton has been accused of lying on the campaign trail about her use of a private email server.,Former New York Mayor Rudy Giuliani has been accused on Twitter of having Alzheimer's disease.
768859780240773121,"Former US Secretary of State Hillary Clinton has been described as ""unfit for office"" on Twitter.",,A look back at some of the most memorable stories from the BBC News website over the past year.,Former US Secretary of State Hillary Clinton has been photographed with her head sticking out of the window of her limousine.
769988636754505729,A look at some of the best tweets from the BBC's political correspondents over the past week.,Theresa May has said she will not resign as prime minister of the United Kingdom unless there is a vote for her to do so.,"Theresa May has said she will not resign as prime minister of the United Kingdom, despite calls from MPs for her to do so.",People have been giving their reaction to Hillary Clinton's appearance at the Democratic debate in New York.
774165935041093633,,,The BBC News website has been taken over by the BBC News Channel.,"A Twitter user called Larryelder has called her a ""bitch"" and a ""disgrace to the black community""."
774991078265094144,Former US Secretary of State Hillary Clinton has been taken to hospital after suffering a suspected heart attack.,"Theresa May has said she will not step down as prime minister of the United Kingdom, despite calls for her to do so.",A look at some of the stories you may have missed over the weekend.,Former US Secretary of State Hillary Clinton has been criticised on social media for a series of comments she made on Twitter.
775057555865206784,,,A look back at some of the most memorable stories from the BBC News website over the past year.,Twitter users have been giving their reaction to the news that Hillary Clinton has suffered a stroke.
784071228248109057,A look back at some of the best stories from the BBC News website over the past week.,,,Former US Secretary of State Hillary Clinton has been accused on social media of being a hypocrite.
784118929799073793,,,,Former US Secretary of State Hillary Clinton is facing calls to step down over her use of a private email server.
784216706080178176,,A look back at some of the most retweeted stories of the year so far.,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,Former US Secretary of State Hillary Clinton has been criticised on social media after it was revealed she used a private email server while serving as secretary of state.
784316107645603840,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the stories you may have missed over the past week.,,Former US Secretary of State Hillary Clinton has been accused of lying about her private email server.
78sxy7,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the key stories in the news over the past 24 hours.,"There are some things you just don't know about the human body, and one of them is that it has a lot of different parts."
7d28gk,,,,"A man in California has been sentenced to three years in prison for stealing $30,000 worth of food from a supermarket."
7g16as,,,,Donald Trump spent more than $100m on his inauguration than his predecessor Barack Obama spent on his first year in the White House.
7hrc7n,,,,"Owen Jones, the former leader of the Welsh Labour Party, has told the BBC that he will vote for Labour in the general election."
7imq99,A look at some of the key stories in the news over the past 24 hours.,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,A look at some of the key stories from the BBC News website over the past week.,This is what it feels like to be a student in the UK today.
7jkthr,,A look at some of the key stories in the news over the past 24 hours.,,This is a pretty good one-two-three-two.
7p7cq,A look at some of the key stories of the week in Israeli politics.,A look at some of the key stories in the news over the past 24 hours.,,A look back at some of the key stories of the past week.
7z11oi,,A look back at some of the most memorable moments from this year's Super Bowl.,,A look back at some of the best stories from the BBC News website over the past year.
828933929080086528,A look back at some of the most memorable stories from the BBC News website this year.,A look at some of the top stories on social media over the past week.,,
830469481621241857,A look back at some of the most eye-catching headlines from the BBC News website over the past 24 hours.,A look back at some of the most memorable moments from this year's Brit Awards.,The BBC has been granted permission to broadcast live on BBC Radio 5 live for the first time.,"Donald Trump's son-in-law, Steve Bannon, has been accused on Twitter of being a Nazi sympathiser and a supporter of Adolf Hitler."
83ddtk,,A look at some of the key stories and quotes from the BBC News website over the weekend.,What do you think is the best way to spend your tax money?,The US Federal Reserve's decision to raise interest rates from 0.25% to 0.5% is the latest in a series of moves designed to boost the economy.
852844529778601985,,,A look at some of the most eye-catching images from the BBC News website over the past week.,A look at some of the reaction to Donald Trump's comments on the Paris attacks.
872300483272114177,A look back at some of the most memorable stories from the BBC News website over the past year.,,Twitter users have been giving their reaction to the news that the BBC is to broadcast a live stream of the EU referendum on Thursday night.,People have been sharing their experiences of being caught up in tornadoes in the US state of Texas.
872367878871408640,A look back at some of the best tweets from the BBC News website over the past week.,The BBC has been given permission to post this video on its Facebook page.,Twitter users have been sharing their reaction to the news that a man has died in a car crash in California.,Twitter users have been sharing pictures and videos of a possible tornado in the US state of Florida.
879j1c,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the key stories in the news over the past week.,,An Australian man has been arrested on suspicion of driving under the influence of alcohol.
892781499103277056,,A look back at some of the most memorable moments from this year's Paralympic Games.,A look back at some of the top stories in Indian news over the past week.,A look back at some of the most memorable stories from the BBC News website over the past year.
897502435593265152,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,,A look at some of the more interesting stories from around the world this week.
897715873145913344,A look back at some of the best tweets from the BBC News Channel over the past week.,,,Twitter users have been giving their reaction to Donald Trump's announcement that he will not be seeking re-election.
8d6h5t,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,A look back at some of the most memorable stories from the BBC News website over the past year.,,"If you want to know what I'm talking about, just ask me."
8e86kt,,,,A look at some of the more interesting stories from around the world this week.
8efswb,,,,"Women in China are more likely to get pregnant than men, according to new research."
8gp0d7,A look at some of the key stories in the news over the past week.,The BBC has been given permission to broadcast live on the BBC Sport website for the first time in more than a decade.,A look back at some of the most memorable stories from the BBC News website over the past year.,I have a condition where I can only breathe through one of my nostrils.
8i274x,A look back at some of the most eye-catching stories from the BBC News website this year.,,,A look at some of the most interesting stories from around the world in the past 24 hours.
8j9s33,A look at some of the key stories from the BBC News website over the past week.,A look at some of the key stories in the news over the past 24 hours.,What do you think about the number of people in the UK who have been convicted of terrorism-related offences?,Donald Trump has said that undocumented immigrants are more likely to commit crimes than those who have legal status.
8lkwd7,,,,"I’m not sure if you’ve heard of the term “smartphone”, but it’s been used by many people to describe a tablet computer."
8lwt83,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the stories you might have missed in the news this week.,"If you want to get a medical degree in France, you need to spend at least $50,000 a year."
8m9y0o,,,,This is what it feels like to eat a grape.
8n9173,,,A look at some of the more interesting stories from around the world this week.,"A man has described how he slept with his back to the door, so he could see if someone was coming."
8unvgg,,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,"A police officer has told the BBC that the number of people he has had to deal with in the past three years has been ""unprecedented""."
8yktu5,,Former Prime Minister David Cameron has told BBC Radio 4's Today programme that he would like the UK to stay in the European Union.,,"Donald Trump is due to open a new golf resort in Aberdeenshire, Scotland, just days after the UK voted to leave the EU."
901939374375370752,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,"A Twitter user called Jim Kuther has been accused of spreading ""fake news"".",A look at some of the key stories in the news over the past 24 hours.,"People on social media have been reacting to the death of a man who was hit by a car while trying to cross the road in Ferguson, Missouri."
902006921523331073,,Twitter users have been giving their views on the US presidential election in the comments of this article.,,Twitter users have been sharing their reaction to the news that a man has been arrested on suspicion of murder in the US state of Florida.
902134516575346688,A look at some of the tweets you might have missed over the weekend.,Twitter users have been reacting to the news that a man has died in a car crash in California.,A look back at some of the most memorable tweets from the BBC News Channel over the past week.,This is what it feels like to be a vegetarian in the UK.
902224586967621633,A look back at some of the best tweets from the BBC News Channel over the past week.,Twitter users have been having a field day with the latest photo of Hurricane Harvey hitting the Gulf of Mexico.,,Twitter users have been sharing their reactions to this video of a man being hit by a car in New York.
902542822540173314,A look back at some of the most memorable moments from this year's Paralympic Games.,,,A look back at some of the best tweets from the BBC News Channel over the past week.
902595384635043840,,A look back at some of the best tweets from the BBC News website over the past week.,,A look back at some of the best tweets from the BBC News Channel over the past week.
903336023362547715,,,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,Twitter users have been giving their reaction to the news that Beyonce and Jay-Z are to have a baby.
903528113631584256,,,,People on Twitter have been giving their views on the issue of same-sex marriage in the UK.
904111594912841729,,A look back at some of the best tweets from the BBC News website over the past week.,A look back at some of the most memorable quotes from the 2016 US presidential campaign.,"The Archbishop of Canterbury, Justin Welby, has paid tribute to Prince Charles and his wife Princess Anne on Twitter."
904200288059494400,,,,The BBC has a guide on how to get rid of ants in your garden.
904725019372253184,,A look at some of the quirkier snippets from the news in the UK over the weekend.,,A look at some of the stories you might have missed in the news this week.
904727149747326977,,,A look back at some of the most memorable tweets from the BBC News website over the past 12 months.,A look at some of the tweets you might have missed over the weekend.
904762977185808385,This is what happens when you build a house in the middle of a river.,,,A look at some of the tweets that have been trending on Twitter over the weekend.
905161219274940416,A look at some of the key stories in the news over the past week.,A man has been arrested in the US state of Georgia on suspicion of assaulting a police officer.,A look at some of the key stories in the news over the past 24 hours.,"People on social media have been sharing their views on what to do about the ongoing protests in Charlottesville, Virginia."
905290355796533252,,,,A look at some of the tweets that have been sent in in the wake of Storm Doris.
905541650541420546,,,A look at some of the stories you might have missed over the past week.,A look at some of the stories you may have missed over the past week.
905590451876634624,A look at some of the key stories in the news over the past week.,,,A look at some of the key stories in the news over the past 24 hours.
905600465160810497,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,,,A look at some of the best tweets from the BBC's political correspondents over the weekend.
905682058621616128,,A look at some of the key stories in the news over the past 24 hours.,A look at some of the key stories in the news over the past week.,The BBC's political correspondent Thomas Paine has been responding to Twitter users' questions about the government's handling of the Brexit vote.
906170027937849345,,,,Twitter users have been sharing their thoughts on the issue of gun control in the US.
907697675184885760,The BBC has been given permission to broadcast live commentary on BBC Sport on BBC Radio 5 live and BBC Radio 4 live sports extra.,,A look at some of the stories you might have missed in the news this week.,A look back at some of the most memorable stories from the BBC News website over the past year.
909084965035487232,,,,"This is a very long post, but here are some of the things you might have missed."
909982405167067136,,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look back at some of the best tweets from the BBC News website over the past week.
910024540578869248,A look at some of the key stories in the news over the past 24 hours.,"I'm not sure if this is a good thing or a bad thing, but I'm glad people are talking about it.",A look back at some of the most memorable stories from the BBC News website over the past 12 months.,Former US Secretary of State Hillary Clinton has been accused of lying about her husband's affair with porn star Monica Lewinsky.
910121722149527552,A look at some of the key stories in the news over the past 24 hours.,,,Twitter users have been giving their reaction to the news that US President Donald Trump will not seek re-election in November.
914582144952995840,,A look back at some of the most memorable moments from this year's Brit Awards.,,A look back at some of the top stories of the week in British sport.
914684276477710336,A selection of tweets from members of the British Medical Association:.,A selection of tweets from members of the British Medical Association:.,A look back at some of the tweets shared by the BBC over the weekend.,A selection of tweets from members of the British Medical Association:.
919231965471105024,,A look back at some of the most memorable headlines from the past week.,,"There is a lot of talk in the UK about the impact of the Brexit vote on the UK's relationship with the EU, but what impact does it have on the EU itself?"
934715071757819904,,,A look back at some of the most memorable stories from the BBC News website over the past year.,A look at some of the tweets you might have missed over the weekend.
934828842505723904,Twitter users have been giving their views on India's Prime Minister Narendra Modi's visit to the country.,,"Twitter users have been giving their reaction to the decision by the Indian government to ban the use of the word ""no"" in the name of religion.",A Twitter storm has erupted in India after a man was killed in a hit-and-run crash in Mumbai.
934q6t,A look back at some of the best stories from the BBC News website over the past year.,,,"Iodine is one of the most important nutrients in the human body, but we don't know how much it is in our food."
935577591850979329,A look at some of the stories you might have missed in the news this week.,,A look at some of the stories you may have missed over the past week.,North Korea's leader Kim Jong-un has been accused of using the country's nuclear weapons programme as an excuse to launch an attack on South Korea.
938787800974950400,A look back at some of the most memorable stories from the BBC News website over the past 12 months.,A look back at some of the most memorable stories from the BBC News website over the past year.,,A look back at some of the best tweets from the BBC News website over the past week.
938o5h,A look back at some of the most eye-catching stories from the BBC News website over the past week.,,A look at some of the key stories in the news over the past 24 hours.,"The Great Pyramid of Giza is one of the most famous ancient structures in the world, but what do we know about it?"
939234401681944576,A look at some of the stories you may have missed over the past week.,,A look at some of the key stories in the news over the past 24 hours.,"The BBC's political correspondent, Kellyanne Polls, takes a look at some of the reaction on social media to Donald Trump's announcement that he will not be seeking re-election."
940078473061609472,,People have been using Twitter to criticise the BBC's coverage of the election in the UK.,Twitter users have been giving their reaction to the news that US President Donald Trump will not be seeking re-election in November.,The BBC News website has been taken over by the Islamic State group.
941305217454403584,A look at some of the key stories in the news over the past week.,,,A look back at some of the most memorable stories from the BBC News website over the past year.
944339600998326274,A look back at some of the best tweets from the BBC News Channel over the past week.,,A look at some of the key stories in the news over the past week.,A look back at some of the best tweets from Twitter over the past week.
945845194699759616,A look back at some of the most memorable moments from the 2016 US presidential election.,A look at some of the key stories in the news over the past 24 hours.,"Twitter users have been giving their views on the EU referendum, with one saying it is ""the most important issue in our lives"" while another says it is a ""disaster"".",Twitter users have been reacting to the news that US President Donald Trump has accepted an invitation from the Pope to visit the Vatican.
951976286301204480,A look at some of the key stories from the week in politics.,,,A look back at some of the most memorable tweets from the past week.
986750534886424576,,,,"Theresa May has been described as ""a woman of the people"" by former US Secretary of State John Kerry."
986801053168488449,The BBC's Victoria Derbyshire has spoken out against the UK government's handling of the Brexit vote.,,Do you have any tips for BBC Radio 5 live listeners?,"Twitter users have been giving their views on the US presidential election, with many saying Donald Trump should be re-elected and others saying he should not."
987323105524768769,,,,"A few weeks ago, I posted this on Twitter:."
987801763850809344,,,,Twitter users have been giving their reaction to the BBC's decision not to run a documentary about the life and times of former US President George W. Bush.
ayn70,,,,"I'm not sure if you know this, but if you're from the UK, you're not allowed to vote in the EU referendum, and if you do, you can't vote for yourself."
wfajw,,,,Former US President George W. Bush's tax returns have been released by the US Department of Justice.
xn2bn,,,,A commenter on a post about Barack Obama's birth certificate says:.
