source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
675064077367005184,HipHop is on sale now.,HipHop is on Facebook.,HipHop is on Facebook.,It's the greatest thing I ever heard.
675065047710892033,The following files are available to download.,Miguel is from Mexico.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
675193315306905600,The enemy of my enemy is my friend.,This article originally appeared on PRI's website.,The link to the article doesn't work.,There's a war on for your mind.
675490515748425728,Maestrou is a Muslim.,Maestrou is going to die soon.,There are too many idiots in the world.,This is what makes America great.
676067381299576832,"According to Inga, there are too many people on the DHS watch list.",Ingraham is angry with the way the government is treating immigrants.,Angle is angry at Trump.,Ingraham is angry with the way DHS treats its employees.
676094756758364160,"According to Wikipedia, there is no such thing as",On Twitter: @matthewbennett,There is no such thing as a happy ending.,It's good things come to those who wait.
676120162018451456,InPix has some interesting pictures.,InPix is a blog about history.,InPix shares a link to an interesting article.,InPix shares a photo of a man who died.
676367888543031296,@nycjim and @Keith,@nycjim doesn't like the fact that there are no solar panels in the city.,@nycjim doesn't believe that children are stupid.,@nycjim and @nyc
676491949524713473,Jane is on Twitter @jane.,Jane is on Twitter at @jane.,There is no such thing as too much information.,Jane shares her opinion on Twitter.
676586804242309121,It's time for them to wake up.,It's a dream come true.,There are many ways to kill a person.,The situation in Spain is getting worse.
676718762830221312,"According to Wikipedia, it is:",There's a lot to unpack.,There's no such thing as too much information.,(http://www.washingtonpost.com/
676870737932742656,There are too many cars in the world.,There is no such thing as common sense.,There is no such thing as free will.,There is a lot of work to be done.
676955015265837056,Theresa is not so sure about that.,There's nothing to say on the subject.,The link to the article is here.,The world is in a bad way.
677099574855639044,People don't know who's in charge.,There is nothing to be afraid of.,There's a lot of work to be done.,The man's name is John.
681147789653356544,There is nothing good for Katy.,This is why I love Katy.,Linda is without her prosthetic.,The best is yet to come.
681199637387149313,Yahoo doesn't want to give money to the actress.,Isla is a famous actress on Yahoo News.,Isla Fisher is a famous actress.,Yahoo shares a photo of a woman with her husband.
681767380305985536,It's not what you think it is.,The following files are available to download.,It's cold outside. It's warm inside.,There is no cure for cancer.
681824512120324096,The writer tweets @yunghi.,It's a good idea to take care of yourself.,There's a war on for your mind.,There is no such thing as too much money.
682895395077373952,There is no such thing as too much information.,There's a lot to unpack.,The writer is a freelance journalist.,(http://www.washingtonpost.com/
682916727282270208,There is no such thing as too much information.,There's a lot of trouble in Brussels right now.,There's a lot of misinformation out there.,There is no such thing as too much information.
682996350909157376,Telegraph is a member of the European Union.,Erdogan is an idiot.,@TelegraphNews and @TarekFatah don't believe in democracy.,@TelegraphNews and @narendram accuse each other of being Nazis.
682999206290829312,"According to Wikipedia, it's worth $",He should be careful what he wishes for.,On Twitter: @arstechnica,What's wrong with this picture?
686657138270277634,On Twitter: @NYTIMES,"According to Wikipedia, the article is:",What's new at New York Times.,(http://www.washingtonpost.com/
686666933949837312,There is no other news at this time.,There is no news at this time.,The writer is a freelance journalist.,There is no cure for cancer.
687274510643511296,There are a lot of dildos.,Jawker is on Twitter.,Gawker is going to send someone a message.,@Gawker on Twitter.
687409983139495939,@Gawker is on Twitter.,Gawker is on Twitter.,Gawker is on Twitter.,There is no such thing as racism.
687537772970684417,The writer is a freelance journalist.,The results will be announced soon.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
687643002240679936,The BBC broke the news on Twitter.,The BBC broke the news about the arrest of three men.,The BBC is breaking news on BBC News.,The BBC is going to broadcast a video.
687748306571804672,There is no such thing as too much information.,It's good to see him again.,The teacher is not a good person.,There is no such thing as a happy ending.
687984820815851521,There is no such thing as a bad joke.,@jimmyfallon on Twitter.,The man has a beautiful smile.,There is no such thing as too much information.
688004802245214208,The study is available online here.,The cost of living is high.,The following files are available to download.,(http://www.washingtonpost.com/
688021039322894336,The BBC reports that there was a huge fight in Iraq.,There is a war on in Syria.,It's been 25 years since the war started.,There is no hiding place for BBC journalists.
688366079396163584,BBC is breaking a story about Iran.,BBC is breaking the news about Obama's visit to Iran.,BBC broke the news about Obama's visit to Iran.,The BBC is breaking the news from Iran.
688428083540553728,Aaliyah is celebrating her birthday today.,Aliyah's new album is available now.,"According to Wikipedia, it is:",There is no such thing as too much hair.
688446106943008768,@eonline is hosting the biggest event this year.,It's not about race. It's about talent.,The event was cancelled due to lack of audience.,Chris is going to make it all right.
688741019979001856,BBC is breaking the news about the US sanctions on Iran.,The BBC is breaking the news.,BBC is breaking a story about Saudi Arabia.,The BBC is breaking the news about US sanctions on Iran.
688751061503442944,President Obama is going to give $150 to Iran.,WhiteHouse is angry at President Trump.,POTUS has been neutered by the US.,President Trump is going to make a deal with Iran.
688752927381581824,President Trump has insulted President Obama.,President Trump is going to visit Iran.,White House is proud of what it has achieved.,White House tweets about Iran's violation of the Geneva Convention.
688755462783782912,White House criticizes President Obama for his comments on race relations.,President Trump has been hacked by a hacker.,President Trump is leaving the White House.,White House wants to bring back all those who have been deported.
688819658057740290,The BBC has been hacked by Isis.,Breaking news is the best thing to do.,The BBC is going to broadcast a news bulletin.,The BBC is going to broadcast the interview.
689267711856263168,The BBC broke the news about Brexit.,The BBC is breaking news from China.,China's economy grew by 6.9% in 2015.,The BBC reports that China's economy is growing.
689641419825242112,@POTUS is a great guy.,President Obama is celebrating Black History Month.,The kids are having a great time at White House.,It was all I needed to see.
689661418484994049,There is a link to this article on Facebook.,Juanita is from Argentina.,Grande shares his opinion on politics.,(http://www.washingtonpost.com/
689860942671130624,WhiteHouse wants to know how many cars are made in the US.,Barack Obama has given money to Netflix.,President Obama spent $3.4 billion on cars.,President Obama has a lot of work to do.
689867195657101312,Madison likes InStyle's tweets.,Madison loves InStyle and wants to follow them on Twitter.,Madison loves beer and tweets about it.,Madison asks InStyle to follow her on Twitter.
689890946683576322,President Obama is doing a great job.,The US has lost more than $10 trillion since Obama took office.,WhiteHouse is angry at President Trump.,POTUS is working hard to improve the lives of Americans.
689915847939219456,President Obama's carbon footprint is at an all time high.,White House thanks President Obama for his support.,White House wants to take credit for the increase in car sales.,"It's bad for the environment, but good for business."
689938201193115648,There's a problem with Flint water.,There is a crisis at the White House.,There is a problem with homelessness in the US.,There is an emergency at the White House.
690042063958732800,Breaking news is good for the BBC.,Breaking news is good for business.,Breaking News is on BBC's website.,The End of the World is coming soon.
690106189951139840,BBC broke the news about the war in Syria.,The BBC is breaking the news.,BBC broke the news about Putin's death.,BBC is accusing Russia of spreading lies.
690376107825192960,@WhiteHouse makes fun of the National Day.,WhiteHouse is looking forward to tomorrow's National Day.,WhiteHouse wishes everyone a happy National Hug Day.,@WhiteHouse wants to know when his parents are going to meet.
690580180805509121,Davos is hosting a party at his place.,Davos is on Twitter.,Davos has a blog.,Davos will raise money for charity.
690650123358093312,BBC is going to pay the rest of the money it owes.,BBC will pay back the money it owes to the government.,BBC will pay back £130 to HMRC.,"BBC has been fined £130,000 for not paying tax."
690680149164085248,The BBC broke a story about gun control.,The BBC broke a story about Justin Bieber.,The BBC is sorry about Justin Bieber's tweets.,The link to the article is broken.
690969315470868480,According to wikipedia.org.,It will be interesting to see what happens next.,Rothschild had a lot to gain.,(http://www.washingtonpost.com/
691285663522648065,The BBC is breaking a story.,BBC should be ashamed of themselves.,The BBC broke a story about soldiers killing Muslims.,The BBC is breaking a story.
691608761128067072,There is no such thing as too much information.,She wants to look healthy and she is in pain.,Michele is a writer.,There is no such thing as too much information.
691632238035886081,The BBC broke the news on Twitter.,The BBC broke a story about a man having sex with his secretary.,The BBC is mourning the loss of a journalist.,Breaking news is good for the soul.
691678576018657281,@ABC7 is trying to reach out to people on Twitter.,@ABC7 is coming soon.,@ABC7 is the only one who saw this.,@bbyjake is on Twitter.
691719802499432448,Superman is the best superhero.,Superman is Batman's best friend.,@empire is a fan of Batman.,@empiremagazine is a fan of Superman.
691789524498845699,There is a fight for criminal justice.,There is no such thing as a good deed.,The best way to stay out of trouble is not to get involved.,There is no such thing as free will.
691995324752252930,"According to Wikipedia, it is:",JEREMY JOHNSON,The content of this article is not intended to be educational.,"According to Wikipedia, it's worth $"
692014905239666688,@cnnbrk and @majed_,Danes should pay for their own food.,@cnnbrk wants to know if the government is going to take money from the poor.,@cnnbrk and @smilin agree that there is no free lunch in Denmark.
692023855926374400,There is nothing to do with knives.,There is no law against shooting at Naval Medical Center.,There's a problem with the Internet.,@cnnbrk wants to know if there is a constitutional right to free speech.
692071267189395457,President Obama is doing the right thing.,President Obama should be put in prison.,POTUS wants to set up a prison for young offenders.,POTUS should be sent to prison.
692078399012130816,Onion is the name of a company.,It's a matter of opinion.,What is going on in this video?,There is no such thing as too much information.
692082592380751874,The following files are available to download.,"On Twitter, @MTVNews",On Twitter: @MTV_News,(http://www.washingtonpost.com/
692082861525078017,@Gawker wants to know what a penis is.,Gawker is angry at someone.,Gawker has been sued.,@Gawker is making fun of people on Twitter.
692083780123783172,Abe died at the age of 94.,The writer is a freelance journalist.,The world is a flat place.,Newsweek.com is on Facebook.
692106491365605376,There is no such thing as too much money.,The price of Apple's new iPhone is going up.,There is no such thing as too much money.,There's a lot of money to be made in China.
692150118921957376,Onion will make a difference.,Onion is looking for a place to stay.,"The problem is, there is no solution.",Onion is running out of energy.
692157602554343424,MTV is on channel 2.,The new season hasn't started yet.,There's a video on YouTube.,MTV is broadcasting on Channel 5.
692163879909064704,On Twitter @MTV_News,MTV is coming to your house.,There's something wrong with this picture.,They are gonna get together soon.
692368829368918017,BBC broke a story about a crime in London.,The BBC broke the news on Twitter.,The BBC broke the news that a man was shot in Oregon.,The BBC is breaking the law.
692393375891361794,White House needs more money to buy food.,There are more people on welfare in White House than in Paris.,White House wants to expand the food stamp program.,White House is selling food for $60.
692410832307818497,Trump is not going to attend the debate.,Donald Trump and Paul are having a debate.,Donald Trump is not going to watch the debate.,Donald Trump is not interested in politics.
692498490249891842,Israel and the United States are at odds.,Israel is attacking Christians in the US.,An attack on Israel is an attack on all religions.,Israel is not an attack on Christians.
692516224245235712,@POTUS wants to know where the museum is located.,White House wants to know what will happen to the museum if Trump is elected.,The visit to the museum by President Obama's wife was a success.,@POTUS and @Holocaust want to know what is happening at the museum.
692540218310803456,@cnnbrk thinks it's a bad idea to drink fuel.,@cnnbrk suggests that there is no such thing as natural selection.,@cnnbrk and @noahgreensweig are having a conversation on Twitter.,@cnnbrk and @skennison are trying to make fun of natural selection.
692550140754841603,The coach in the NBA is a joke.,Luke gets to coach the All-Star game.,The NBA is a joke.,The coach of the All-Star game should be someone else.
692623941131722752,@cnnbrk wishes he could set his dog on fire.,@cnnbrk is a hero.,@cnnbrk is a good boy.,@cnnbrk's dog died of a virus.
692630756548591616,Japan's Economy Minister resigns over corruption allegations.,The BBC broke the news that the prime minister is resigning.,Japan's Economy Minister resigns over corruption allegations.,The BBC broke a story about corruption.
692665281362202624,"On Twitter, he's @empire.",There is no such thing as too much information.,@empire is on Twitter.,Ben is on Twitter: @Ben
692691444046372865,The virus is spreading around the world.,There is a problem with spreading Ebola.,Viruses are spreading in the world.,There is a virus that people are afraid of.
692701223326056449,There is no such thing as a perfect game.,The guy is looking for a place to stay.,This is a developing story. Stay tuned.,There is no such thing as too much information.
692702295281262593,The BBC is reporting on the Ebola outbreak.,The BBC is breaking a story about a virus.,The BBC has a new website. It's called,The BBC has a new video about Zika.
692735698349199360,BBC is reporting that North Korea is planning a missile launch.,BBC is reporting about a missile launch from North Korea.,BBC reports that North Korea is preparing a missile launch.,BBC is reporting that North Korea is going to launch a missile.
692743102432346113,There is no such thing as too much information.,It's time for Clinton to go home.,There is no such thing as too much information.,There is no such thing as Santa Claus.
692748411481780224,BBC is breaking a story about Muslims.,A man was caught with a gun in a hotel in Paris.,BBC broke a story about a man with a Koran.,The BBC is breaking a story.
692752491482615808,There's a cure for everything.,The virus is spread by mosquitoes.,There's a lot of people in this country who are stupid.,"It's not true, but it doesn't matter."
692753210692476928,The BBC is breaking a story about Muslims.,The BBC is breaking a story about a man with a Koran in his pocket.,A man was arrested in Paris with two guns.,The BBC broke a story about a man with a gun in the park.
692758050378256388,It's raining cats and dogs.,There is no such thing as too much information.,The concert is being held at the Auditorium.,There is no such thing as too much love.
692758581494599681,There is no such thing as free will.,"According to other reports, she has been arrested.",The man was carrying a Koran.,It's not working for them.
692796451987034113,Onion is the name of a book.,Onion is a French expression for,There is no such thing as a free lunch.,The man is looking forward to the future.
692797856386777089,The game is on and we have to play it.,He doesn't have a job.,@espn.co.uk,There's a lot to say about this topic.
692803280238419971,@BreakingNews is trying to figure out how to send a message.,Breaking News is on Twitter.,Breaking News is back on Twitter.,There's a lot of noise going on in the world.
692820029159653377,Rolling is one of my favourite songs.,There is no such thing as too much information.,The following is a transcript of a podcast.,"""Thank you and your dad for creating such a beautiful thing."""
692826642583019521,It's beginning to look more and more like,There is no such thing as too much water.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
692833140428017664,Charles and Espn are arguing about race on Twitter.,Charles is a black man.,ESPN is making fun of Charles Barkley.,ESPN started a discussion about Cam Newton.
692838430783332357,There's a lot to learn from this video.,There is no such thing as too much information.,Onion is the name of a company.,There is no such thing as too much information.
692845716826300418,White House has received a donation of $83.,"It's not fair, but it's true.",There is no such thing as a free lunch.,There is no more time to read now.
692874200927698945,There's a lot of money to be made.,There's a lot of money to be made.,There's a lot of work to be done.,It's never too late to buy tickets.
692884886374318081,@espn is on Twitter.,@espn is hosting a party.,@espn is the best place to be.,@espn wants to know why no one cares.
692890520960397312,It's finally got that signature.,The following files are available to download.,It's still can't be beat.,This article is copyrighted by the author.
692911086920667136,@espn.com is a Twitter account.,@espn wants to know more about how to use a phone.,@espn is on Twitter.,@espn @daniellekalil
692925396292091905,TODAY'S DIGEST,There is no such thing as too much information.,There is no such thing as a free lunch.,The best part of the movie is the ending.
692929779696275456,@cnnbrk is on Twitter.,@cnn.com is the place to go for news.,They didn't provide us with the correct information.,The budget for the EPA has been cut.
692940257134653441,@espn is the one running behind.,@espn is running a race today.,@espn shares this story.,There is no such thing as too much information on Facebook.
693013768738115584,BBC broke the news about same-sex marriage.,The BBC is breaking the news about same-sex marriage.,BBC broke the news about same-sex marriage in the UK.,BBC is breaking the news about same-sex marriage.
693041285087756288,She wouldn't be wearing a hijab if she didn't believe in God.,Women don't need men to survive.,There is no such thing as free will.,There is no such thing as a perfect world.
693059995013742592,The only thing that works is the Internet.,Hillary and her team are going to win the election.,There is no such thing as too much information.,It's a matter of time.
693060960001597440,Mark Zuckerberg is richer than CNN.,There is no such thing as a free lunch.,"According to CNN, Trump is worth less than $1.5 billion.",The reason why most of you are still poor is because you don't have enough money.
693061713042771968,There's a problem with the BBC's website.,It's good to see them go.,The BBC has a problem with its website.,It's a shame that the BBC broke the news.
693071538896162816,There's no such thing as too much information.,Onion is the name of a company.,It's good to show one's assets.,There is no such thing as too much money.
693076140278153217,It's not as funny as it looks.,There is no such thing as too much information.,Theresa is at work.,@espn is in top form.
693080409282846720,There is no such thing as equal pay for equal work.,There is no such thing as equal pay for women.,There is no equal pay for equal work.,@POTUS is stuck on the issue.
693086218276474880,@zayn is on Twitter.,It's going to be interesting.,I'm not ready to talk yet.,The following files are available to download.
693086478667112448,Snoop Dogg is on Twitter.,Snoop Dogg is on Twitter.,@SnoopDogg wants to change the channel.,@SnoopDogg has some deep issues.
693087220459270144,There is no excuse for ignorance.,"According to Wikipedia, it is:",(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
693119705469587456,Kelly is on Twitter @StationCDR,Kelly and Derek are on Twitter.,Kelly is at Station CDR.,Kelly is at Station #1.
693128224960856064,CNN is spreading lies about Iran.,CNN is wrong and it's not a good idea.,It's not a good idea to bomb CNN.,CNN has taken a picture of an Iranian drone.
693129259334909952,The results are in.,"According to Wikipedia, it is:","According to Wikipedia, it is:",(http://www.washingtonpost.com/
693135382309896192,The following files are available to download.,The Daily News is on WhatsApp.,There are two types of mosquitoes.,There is no such thing as too much information.
693140340367187969,@espn is not a good idea.,@espn is better than,@espn it's about time to focus on football.,@espn wants to know how to sign up for the show.
693141729529184256,Women earn less than men in the US.,Women don't earn the same salary as men.,WhiteHouse wants to know if she should be paid the same amount as Hillary.,Women don't earn as much as men.
693146363685642240,The following is a transcript of a podcast.,Rolling stone is doing the same thing.,There is no such thing as too much information.,I'm not sure if I have had enough yet.
693167683701968896,WhiteHouse wants equal pay for equal work.,Women are paid less than men.,Women earn less than men in the US.,White House is paying women less than men for the same work.
693171092555431936,There's a lot of money on the Internet.,There is no such thing as an anonymous Twitter account.,HAPPY BIRTHDAY.,The Internet is a wonderful thing.
693181857261719553,The number of concussions is increasing.,@espn wants to know how much it costs to make a football.,The number of concussions has risen since 2012.,The number of football players is increasing.
693185853867294721,The dog with the short spine has died.,The dog with the short spine is named after CNN.,CNN has a dog named after him.,The dog has a short spine.
693196937172951040,There's a lot of information on this topic.,There is no such thing as too much information.,It's not good enough to be good enough.,"""I'm sorry, but I didn't want them to make me cry."""
693200309955469312,Rolling Stone has a new website.,It's good but not any different from what happened before.,There is no such thing as too much information.,The following files are available to download.
693203974388895744,There is no such thing as too much sleep.,The world is a small place.,It takes a village to raise a child.,There is no such thing as a free lunch.
693265096278163456,There is no such thing as too much money.,I would love to have a new friend.,There's a job for him.,It's raining cats and dogs.
693281966846808064,"The earth is flat, according to CNN.",The moon was created as a result of an asteroid impact.,There will be a collision between Earth and the Sun.,"According to CNN, the Earth is round."
693315824132685824,@ABC7 is on Twitter.,The dog has a short spine.,@jnelly is on Twitter.,@ABC7 is on Twitter.
693321561542127616,There's a lot of work to be done.,The police are doing a good job.,Someone is going to be arrested in Italy.,There are more people to worry about than robots.
693402634011701248,There is no such thing as too much information.,It's raining cats and dogs.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
693441093048766464,@espn is waiting for a football game.,@espn @espn,@espn wants to know if it's safe to post on Twitter.,@espn is wearing a suit.
693456187036037123,Cam Newton is a black man.,There is a lot of talk about Black Panther on ESPN.,Cam Newton won the Super Bowl.,"It's not about race, it's about football."
693466451081060353,@thexfiles shares a link to a documentary about the CIA.,@thexfiles shares a link to a story about Hillary Clinton's emails.,@thexfiles shares a link to CNN's Twitter account.,"According to @thexfiles, there is no such thing as truth."
693466724822323200,There is no such thing as too much information.,It's been a while since I've posted anything.,There is no such thing as a free lunch.,There is no such thing as too much information.
693471161313816576,Ela is a writer and musician.,There is no such thing as ‘good luck’.,There is no such thing as too much information.,On Twitter @Elahe is @
693476774462820352,There's a war going on in the Middle East.,The war in Syria is not over yet.,The situation in Nepal is getting worse by the day.,The situation in Syria is not going to get better.
693502060545703937,Ted Cruz is accusing Fox News of being a socialist.,Ted Cruz is a hypocrite.,Ted Cruz is a Canadian and a fascist.,Ted Cruz is a hypocrite.
693528374996652032,Ben has a question for Donald Trump.,Ben is in the wrong place.,Ben wants to know who won the election.,Ben believes that the best thing to do is to be honest with people.
693534670428971008,The BBC is making a statement about the situation in Syria.,The situation in Sweden is getting worse.,The world needs to protect its citizens.,The situation in Spain is getting worse.
693546915892428800,The party is going to start soon.,Onion is the name of a politician.,There is no such thing as too much information.,Onion is the name of a website.
693555965019492352,There was a shooting in Denver.,@cnnbrk wants to know what happened to the bikes.,@cnnbrk wants to know if there is a motorcycle rally in the area.,@cnnbrk is on Twitter.
693571567377342466,ABC is spreading lies about Donald Trump.,ABC is spreading lies about Donald Trump.,@ABC is telling people how to vote.,"According to ABC, a woman voted for Trump."
693573781730783232,@espn.com has a link to the article.,"The game is good, but the score is not.",The most annoying person in the world.,There is no such thing as a perfect game.
693586539562037248,There is no such thing as too much information.,People don't understand why things happen.,There is no such thing as too much money.,The game is on. The results are in.
693606934050684928,There is no such thing as too much alcohol.,There is no such thing as too much information.,Mr. and Mrs. Keith are going to meet.,"According to him, it's all about the money."
693641113693884416,Sebastian is a freelance journalist.,I don't want to watch any more videos.,There is no such thing as too much information.,Theresa is a freelance journalist.
693648675772436480,"It's not worth it, but it's fun.",Theresa is a freelance journalist.,"After all these years, she still hasn't let go.",(http://www.washingtonpost.com/
693648684857323521,There is no such thing as too much money.,The future is in the air.,It's time to get on it with K.,There is no such thing as too much information.
693651239486263296,There seems to be a lot of violence on the internet.,There is a special place in hell for people who cheat.,A man has been found dead in North Carolina.,@cnnbrk is sad about what happened to the girl.
693691456222052352,There's a new video on YouTube.,There is no such thing as too much information.,"According to Wikipedia, it is:",There is no such thing as too much information.
693761289601060864,The BBC broke a story about a massacre in Yemen.,The BBC is reporting on the attack on the mosque in Saudi Arabia.,The BBC broke the news about the bombing in Nigeria.,The BBC is breaking the news.
693771953648373760,@TheEconomist reminds me of this tweet.,There's a lot going on in the world today.,The numbers are from the World Bank.,The future of the economy depends on automation.
693804277031157761,Djoker is on Twitter.,On Twitter @Djoker.,Djoker is on Twitter.,There is no such thing as a perfect score.
693811101146963968,Donald Trump is against same-sex marriage.,Trump is pandering to the wrong people.,@politico is a piece of shit.,@politico doesn't want to get married.
693818562981421056,There is no such thing as too much information.,There is nothing special about him.,There is no such thing as a good joke.,The results are not what you think they are.
693826104633737217,There is no such thing as too much information.,It's a good thing they didn't give him the money.,The song is by The Rolling Stones.,The video is available on YouTube.
693827886021767169,@POTUS has made it impossible for parents to teach their children to read.,@POTUS wants to know if education is important.,POTUS wants to lower the standards for education.,POTUS thinks it's better to teach people how to learn rather than dumb them down.
693840291992838147,"According to CNN, the US is welcoming ISIS.",CNN is doing a bad job.,CNN is spreading lies about Muslims.,"According to CNN, Obama wants to ban guns."
693843042546106369,"WhiteHouse charges $3,000 per month for a flat-rate mortgage.",The cost of health insurance for a single person is increasing.,@WhiteHouse wants to know how much health insurance they can afford.,WhiteHouse's insurance is too expensive.
693844030589902848,@dylanobrien on Twitter.,Dylan is on Twitter @dylan,Dylan O'Brien is on Twitter.,Dylan O'Brien is on Twitter.
693853310479155200,Huffington is a good actor.,@HuffingtonPost asks why he hasn't won an Oscar.,Huffington is on Twitter.,@Huffington is cheating.
693857080193761285,There is nothing better than a good selfie.,The only one looking for the camera.,The photo is from ABC's Instagram account.,There's a lot of money on the Internet.
693857551620968448,My thoughts and prayers are with her family.,My thoughts and prayers are with her and her family.,I am sorry for your loss.,My thoughts and prayers are with you.
693858804279201794,Women are not paid as much as men in India.,Women should not take their looks for granted.,There is no such thing as free will.,It's hard to find a job in India.
693869818366287872,Huffington is having a bad day.,Huffington is sorry for her loss.,Huffington has died.,Huffington is in a bad place.
693893182338289664,There is no such thing as too much TV.,MTV is on all day.,MTV has a new song.,MTV is broadcasting on Channel 4.
693897857376632832,Onion is looking for a job.,It would be funnier if it wasn't true.,Onion wants to know if it's safe to come over.,Onion can't wait until we're in office.
693906624776245249,The health care in the US is too expensive.,The cost of health insurance is too high.,WhiteHouse wants to know if he should pay more for insurance.,WhiteHouse needs to get health insurance.
693935557009801218,@FoxNews got a medal from Obama.,President Obama is going to visit Fox News.,@FoxNews is giving Obama a hard time.,Fox News is a disgrace to the USA.
693939356390653952,There's a lot of people who don't like football.,There is no such thing as too much money.,There is no such thing as too much information.,There is something wrong with this picture.
697992796565741569,Chris and Bernie don't like each other.,Bernie and Chris are disappointed with the way the election is going.,Chris Kofinis asks Bernie Sanders about the election results.,Bernie Sanders is right about the election.
701175292937707520,"The results are in, and they are not good.",The data seems to be wrong.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
701514249269542912,Bernie Sanders is too old to be president.,@nytimes.com is not a reliable source of information.,@nytimes is full of lies and doesn't respect facts.,Bernie Sanders won the election in New York by 50 votes.
701539698452393986,Donald Trump is going to win the election.,Bernie is trying to win the election.,Bernie is trying to prove a point.,Hillary won't be the next president.
701872343736520704,Bernie wants to build a wall.,Bernie voted against immigration reform.,Bernie is lying to WCVI.,Bernie lost the election to Hillary Clinton.
701975210044497921,There is no such thing as too much information.,There is no such thing as too much money.,There is no such thing as a free lunch.,It's not going to happen.
703234354579898368,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
705092738224525312,Nobody will follow Hillary if she wins.,There's a lot of work to be done.,Hilary doesn't want to be called Hilary.,AnnReid is on Twitter.
705093513076015104,There is no such thing as too much credit.,There is no more reason to vote for Trump.,There is no such thing as free will.,People don't want to leave because they don't know how to.
706665777332621314,There is no such thing as too much information.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
706933939953344514,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
707300612862566400,Caller is upset with Obama.,Caller is not happy about Obama's funeral.,Caller thinks Obama has no class.,Caller is having a bad day.
707305999971921920,@ChristieC733 and @CarmineZozzora don't want him there.,@ChristieC733 and @cristinalaila don't like Obama.,@ChristieC733 thinks Obama is a dick.,President Obama will not come to Nancy's funeral.
707308274270539777,@dbongino is a disgrace.,There will be a funeral for President Obama.,President Obama didn't come to the funeral of Lady Gaga.,The First Lady is going to the funeral.
707310135291416576,Guypbenson is a fan of Obama.,President Obama is going to be absent for 9 months.,The funeral of a famous person was cancelled.,@guypbenson is right.
707321278135463936,President Obama is going to attend South by Southwest.,President Obama is going to speak at SXSW.,President Obama will not attend the funeral of the former First Lady.,President Obama didn't come to the funeral of his wife.
707332312724283392,Wayne is a hypocrite.,Wayne is sorry about the situation.,Wayne is a nice guy.,Wayne will be on Twitter soon.
707405809181917184,@thehill wants to know if she has a private jet.,The Hill is not happy with the president's tweets.,President Obama didn't come to the funeral of Lady Bird.,The Hill is filled with hate.
707412869860696064,@thehill doesn't agree with her.,The Hill has a problem with Michelle Obama's tweets.,Mrs. Trump is not going to attend the funeral.,There is no one more classless than Barack Obama.
707420972173955072,@nypost is making a mistake by not attending the funeral.,@nypost reports that Barack Obama attended Nancy's funeral.,@nypost finds it hard to believe that Trump is a good person.,@nypost wants to know what a priority is for Trump.
707604196812591104,"""I don't have the words.",@pzf goes out of his way to invite people.,@pzf is a joke.,President Trump is not a good person.
707786906189303808,"@PaisleyTiger, @BrettHilkemann and @","@PaisleyTiger, @AliciaFavaro and @",@PaisleyTiger and @Horry,"@PaisleyTiger, @DopeDances and @MeganMoser are on Twitter."
711994705333112832,There's nothing wrong with Dr.,There was a reason I liked it.,Dr. Simon is on Twitter.,There is no such thing as too much money.
712223438698627073,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
714503380476026880,Richie is a supporter of Donald Trump.,A year has passed since John saw the video.,@JohnFund and @xojanedot are on Twitter.,@John_Fund is on Twitter.
714531423273746432,It's true what you say it's true.,@xoj is a political commentator.,There is no such thing as a free lunch.,There is no such thing as too much trust.
714555825122107392,There is no such thing as a free lunch.,Judd shares his opinion on politics.,Judd shares his opinion on politics.,(http://www.washingtonpost.com/
714560810266132480,Penn Jillette tweets about politics.,@pennjillette tweeted a link to a story.,There is no connection to Trump.,@pennjillette shares a link to her article.
714567472712589312,Chris Loesch is on Twitter.,Chris Loesch is a supporter of Trump.,Chris believes Trump's supporters are getting more and more desperate.,Chris Loesch is on Twitter.
714577521992343552,The goal at the start was to raise money.,The following files are available to download.,There's nothing to see here.,The money is in the bank account.
714598318333042688,"Willow supports Trump, but she doesn't agree with his policies.",Willow has seen the light.,Willow is looking for answers to a question.,Willow is a player of the game.
714598641827246081,Equality is important to him.,This article originally appeared on Quora.,Equality is good for everyone.,It's hard to see the light in the dark.
714755546285477888,@brianmoore has done it again.,The world is a scary place.,There is no such thing as a perfect world.,There is no such thing as too much information.
714811995573325828,It's about time the truth came out.,It's not in the general election.,The article is a must read for any Trump supporter.,There is no such thing as a super power.
714851393861881857,There is no such thing as too much information.,On Twitter @daniellewis,It's not working for her.,(http://www.washingtonpost.com/
