source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
549599086073368576,@ishaantharoor has adopted a boy.,@ishaantharoor tweeted a link to an article about a Jewish boy.,@ishaantharoor is a joke.,@ishaantharoor is not a fan of religion.
549920761423863808,A transvestite has been murdered by her family.,@BuzzFeed is wrong to talk about gay people.,@BuzzFeed is making people feel bad about themselves.,There is no better way to kill someone than to do it yourself.
549927969032916993,There is no such thing as a perfect society.,The first step is to get rid of the stuff.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
549964632883232768,A car has been hit by lightning.,The post was last modified: by,The writer is a freelance journalist.,TODAY'S QUESTION IS:
549975297160802304,MRS KIMYADAWSON is on Twitter.,Mrs. Kimyadawson's mother passed away.,@mrskimyadawson on Twitter.,@mrskimyadawson @
549998575330275330,"There's a new Tumblr account called """,There is no such thing as free will.,It's good to see a young person take their own life.,There is no such thing as a free lunch.
550003619303788545,A transgender teen pleads for society to fix itself in a Tumblr post.,MTV is asking the world to help a transgender teen.,MTV is asking for help to fix society.,MTV shares a video of a transgendered girl's suicide.
550038665653542913,The writer is a student from Argentina.,There are more people out there than there are people.,There's something wrong with this picture.,It's an interesting story.
550095745161134080,There is no such thing as too much information.,It's a good thing she didn't get hurt.,The young man has made a mistake.,The time has come to treat her.
550175324634619904,A girl died in a car accident.,@scotthoying is sad about the suicide of her daughter.,A transvestite has died.,@scotthoying and @BuzzFeed are talking about the suicide of a young girl.
550279538278543360,There is no such thing as too much information.,It's just so unfair.,There is no such thing as a happy ending.,People need to wake up.
550284252672450560,There's a post on Tumblr about suicide.,There is no such thing as a perfect relationship.,There is no such thing as a happy ending.,There is no such thing as a free lunch.
551082055883563008,Beverly Hill died at the age of 81.,Beverly Hillbillies has died.,Beverly Hillbillies has died.,The actress is dead at the age of 81.
551097831851687938,There is no such thing as a good memory.,"In her honor, I will use the word """,It's a sad day at the office.,She was a kind and generous woman.
551099691702956032,Hilary has passed away.,Theresa is going to die soon.,There will always be the Internet.,There is no such thing as a happy ending.
551103664124100608,There's a new video on YouTube.,It's a hot day today.,There is no such thing as too much information.,The following files are available under the CC-BY-SA license.
551106793959862272,There is no such thing as a happy ending.,There is no such thing as too much information.,There is no such thing as a free lunch.,There is no such thing as too much information.
551106923601219585,Donna died at the age of 81.,Elly died of a heart attack.,May is dead. She was a good friend to Fox News.,Donna died at the age of 81.
551117430345711616,Airlivenet is planning to introduce a new service.,@airlivenet doesn't see the issue.,Air Arabia is planning to introduce gender segregation.,Saudi Arabia is planning to introduce gender segregation.
551120768164462592,People are not happy with the news.,She will be missed by many people.,It was a sad day for Ellie.,"The movie ""People"" was filmed in Beverly Hills."
551123464640536576,There is a lot of content on the Internet.,"Ella is a character from ""The Beverly Hillbillies"".","""I loved her when she was a kid.",There is no such thing as too much information.
551128385850601472,I met a girl named Donna.,"""The Beverly Hillbillies"" is on Netflix.","Ella is a character from ""The Princess Diaries"".",The first time I saw it was on GMA.
551135925862805504,A 19-year-old girl had a brain surgery.,A 19-year-old girl had a brain surgery.,A 19-year-old girl had a brain surgery.,A 19-year-old girl had a brain surgery.
551159366876147714,"The character from ""The Beverly Hillbillies"" has died.",There's a movie about a girl named Elly.,It took the death of Elly to get her to talk about it.,Ella is in heaven now.
551575491430211584,A 19-year-old girl had a brain surgery.,A 19-year-old girl had a brain surgery.,A 19-year-old girl had a brain surgery.,A 19-year-old girl woke up from a brain surgery.
551942365901250560,President Obama's daughter is wearing a pro-era T-shirt.,President Obama's daughter is wearing a pro-era T-shirt.,Karen spotted Malia Obama wearing a pro-era T-shirt.,Karen spotted President Obama's daughter wearing a pro-era T-shirt.
552112474913136641,President Obama's daughter wears a Pro Era t-shirt.,President Obama's daughter wears a Pro Era t-shirt.,President Obama's daughter wears a Pro Era t-shirt.,President Obama's daughter wears a Pro Era t-shirt.
552146635707666433,President Obama's daughter wears a t-shirt.,President Obama's daughter wears a t-shirt.,@craigblaze on Twitter.,There is no such thing as too much information.
552457656666185728,BuzzFeed shares a photo of a dog that has been abandoned.,BuzzFeed shares a photo of a dog abandoned by its owner.,The dog was abandoned at the railway station.,A man left his dog at a train station.
552498516225179650,A dog was abandoned at a Scottish railway station.,A dog was abandoned at a Scottish railway station with a suitcase full of his belongings.,A dog was abandoned at the railway station.,A dog was left at the railway station with his belongings.
552568163431247873,ABC found a dog abandoned at the train station.,A dog was found abandoned at the train station with its belongings.,The dog was left at the train station.,A dog was left at the train station with its belongings.
552615631246622721,It makes you wonder what some people expect when they buy something.,The writer is a freelance journalist.,It's not only how could someone find a home for a dog.,There is no such thing as a free lunch.
552661209204260864,A dog was found abandoned at the train station.,The dog was abandoned by its owner.,Someone left a dog at the train station.,The dog was found abandoned at the train station.
552677176873455616,Butter is a product of her parents.,Butter is a member of ANTI.,The apple doesn't fall far from the tree.,There's a fight going on in the family.
552706985087361025,A dog was abandoned at a railway station.,A dog was abandoned at the railway station.,A dog was abandoned at a Scottish railway station.,A dog was left at the railway station with his belongings.
552810448324943872,It's just like those who scream.,There is a war going on in Syria.,There is no such thing as too much information.,There is nothing to do but laugh at.
552816020403269632,On Twitter @mjrharris,On Twitter @mjrharris,The writer is a freelance journalist.,There is no moral justification for their actions.
552821069036670976,HuffPost is on Facebook.,HuffPost shares a link to an article about people being killed.,HuffPost is on Facebook.,HuffPost is on Facebook.
552848620375261184,The Internet is full of lies.,The following people have been identified as members of al-Qaida.,There is no such thing as too much information.,There is no such thing as a free lunch.
553008832784642048,HuffPost shares a link to a piece of art.,HuffPost shares a tribute to Charlie Hebdo.,The link to the post is to the artist's Instagram account.,@HuffPost is based in Oslo.
553016500492439552,On Twitter @kowalsh is @,On Twitter: @kowalsh.,There is no such thing as too much information.,The author tweets @kowalsh.
553040930144792576,Huffington shares a tribute to Charlie.,Huffington Post shares a photo of Charlie.,Huffington Post pays tribute to Charlie.,Huffington Post shares a link to a video.
553061846081896449,Banksy has responded to 9GAG's tweet.,Banksy's response to 9GAG's tweet.,Banksy has responded to 9GAG's tweet.,Banksy's response to 9GAG's tweet.
553098571323437056,There is no such thing as too much information.,Innocencial information.,There is no such thing as too much information.,(http://www.washingtonpost.com/
553099685888790528,Poke is not his real name.,It's not on Facebook. It's on Twitter.,There is no such thing as too much information.,There is no such thing as too much money.
553103772852191233,There is no such thing as too much money.,There is no such thing as a perfect solution.,There's a lot of work to be done.,(http://www.washingtonpost.com/
553115168084074497,They should not even support those they don't know.,""" is not by Banksy.",There is no such thing as too much information.,It's not about the money.
553115236992290816,On Twitter @abahkapili,It's time to cut and paste.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553136604882014208,There is no such thing as free will.,The link to the video is here.,There is no such thing as too much information.,There is a link to this post on Facebook.
553164985460068352,There is no such thing as too much information.,They don't deserve any of it.,There was a robbery at a petrol station.,There is no such thing as Islam.
553169307824177152,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553184482241814530,Juliam is a journalist.,Juliam is a member of the,It's not always easy to be smart.,There are too many questions to ask.
553186555150749696,The artist is @LucilleClerc.,@LucilleClerc is on Twitter.,The artist is @LucilleClerc.,"On Twitter, Lucie writes:"
553190393370923008,Dot is for Dots.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553212962044149761,There is no such thing as too much information.,It's not a good look.,Melissa is a reporter for BuzzFeed News.,It is a matter of when it will happen.
553228463998783488,There is no such thing as free will.,"For more information, click here.",There is no such thing as freedom of religion.,"For more information, visit http://www.facebook.com/pages/"
553264892799488000,There is no such thing as too much information.,E-mail Address is required to send a message.,What are you waiting for in Mexico?,"On Twitter, Facebook, and Instagram."
553271856786968576,Butter is going to die.,The apple doesn't fall far from the tree.,It would be nice if the kids didn't turn out to be bad.,Butter doesn't like her parents.
553461741917863936,The search is on for information on the subject.,There's a war on for your mind.,There is a man named Charlie who has died.,There is no such thing as too much information.
553467311261503488,It's time to take them to court.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553470492565602305,It's too late to change anything.,There is no such thing as a free lunch.,There's more to come on this topic.,Theresa May's visit to Paris is cancelled.
553474188259102720,They're a pretty good looking group.,There's a lot to unpack.,There is no such thing as too much information.,There's a war on for your mind.
553501357156876290,They don't want to talk about it.,"There is no such thing as a ""goodbye message"".",There is nothing to see here.,The police are looking for a suspect.
553503184174710784,They will not die as they are.,The suspects are prepared to die.,They don't want to see their faces.,There is no such thing as too much information.
553505242554175489,Hebdo wants to kill people.,The police are trying to do a good job.,There is no such thing as too much information.,Theresa is in Australia now.
553518472798683136,There's a problem with the internet.,There's a war on for your mind.,There is a problem with the internet.,They want to be taken hostage.
553538058440941568,There was a shooting at the kosher market in Paris.,There was a shooting at the kosher market in Paris.,There was a shooting at the kosher market in Paris.,There was a shooting at the kosher market in Paris.
553544252563935234,There is a fight going on in Paris.,There is a problem with the internet.,There is no such thing as free will.,There is a hostage situation in Paris.
553548567420628992,There are no links between this article and Twitter.,There's a lot of stuff going on.,There are no suspects in this case.,There is no such thing as too much information.
553549686129561600,There's a fight going on in France.,There's a fight going on in the store.,There is a war on for the soul of humanity.,There is no such thing as too much information.
553550301886955520,Six people were taken hostage at a supermarket in Paris.,One person was killed and another injured in a shooting in Paris.,One person was injured in the incident.,There were two people killed in the attack.
553575232867672064,There's a war on for your mind.,Vietnam War Memorial Day is tomorrow.,The situation in Paris is getting worse.,There is no such thing as too much information.
553576010898497536,There's a fight going on in Paris.,There is no way to know if they are listening.,There's a fight going on in Paris.,Hebdo threatens to kill people if they don't pay him.
553579224402235393,"""I don't think he understands.",It reminds me of the song.,The name of the website is www.,It's too late to change the subject.
553960736964476928,A lot of weird things are happening.,@vtchakarova is not sure if he is telling the truth.,@vtchakarova is an expert on the subject.,Viktor Chakar is on Twitter.
554343513887105024,Drunken beer killed 56 people in Mozambique.,Drunken beer killed 56 people in Mozambique.,Drunkenness has killed 56 people in Mozambique.,A contaminated beer has killed 56 people in Mozambique.
554597409351671808,There is no such thing as too much information.,There is no evidence that this was a hoax.,There's something wrong with this picture.,The following is a transcript of an interview.
554655549896159233,@genesia is sad.,It's good that he doesn't talk about politics.,There's something fishy about this.,There's more to life than meets the eye.
554688527435563008,Nearly 70 people died at a funeral after drinking contaminated beer.,There was a fight at a funeral.,Someone died at a funeral in Philadelphia.,Nearly 70 people died at a funeral.
554722567224049664,The snowman is a joke.,The Pope has issued a fatwa against Muslims.,There is no such thing as Islam.,Saudi cleric is building a snowman.
554886875303780352,The Telegraph's editor-in-chief has died.,There was a man who killed himself in the name of religion.,Telegraph reports that Charlie killed himself.,There is nothing to see here.
554958414905094144,There is no such thing as free speech.,It's raining in Saudi Arabia.,It's snowing in Saudi Arabia.,It's time to stop listening and start working.
554979642210549760,Mozambique's death toll rises to 72.,Mozambique's death toll rises to 72.,The death toll rises to 72.,Mozambique's death toll has risen to 72.
555003887753494528,A Saudi cleric declared the building of snowmen as anti-Islamic.,A Saudi cleric declared the building of snowmen as being anti-Islamic.,FoxNews is going to build a snowman.,FoxNews is making fun of Muslims.
555072815154475008,Mozambique has a problem with alcoholism.,People die after drinking too much alcohol.,Drunken people are killing each other.,People die after drinking too much alcohol.
556541489388724224,Samsung has a new app for Android.,It's time to break out the S Pen.,The link to Samsung's website is broken.,Samsung will send me a link to the S Pen app.
556873675941896193,There's a problem with Samsung's app.,The Samsung Galaxy S8 is amazing.,There's a problem with Samsung's website.,It's a good day.
557621135320178688,There are 6 volcanoes in Costa Rica.,Rica is one of 6 volcanoes located in Costa Rica.,Rica is one of 6 volcanoes.,Rica is one of Costa Rica's most beautiful places.
557885928417816576,There are some people who don't believe in free education.,There is no need to explain to Mr.,Nobody wants to teach children to be responsible.,The government should take care of people's taxes.
558312304753016832,The Ranch is a work of art.,The Ranch is a work of art.,The Ranch is a work of art.,The Ranch is a work of art.
559787890402541568,Asunción is in the middle of nowhere.,There is no such thing as too much money.,HAPPY BIRTHDAY.,Theresa is a freelance journalist.
559863517151784960,Burger wants to see King.,Burger wants to see King.,Burger wants to see King.,King wants Burger to see him.
560133068670140417,Silverado and Peddoc are in Texas.,The law in Texas is different from the law in America.,The camel is in the tent.,Silverado @peddoc63 @Callisto1947 @Lodi
560163341524807680,Peddoc shares a video with Amy.,It's Ramadan. It's time for Muslims to pray.,Silverado @peddoc63 @DB10524 @AmyMek,Silverado wants to know if it's ok to shoot in Texas.
560187970389819392,@act4america and @BreitbartNews are calling for a boycott of Breitbart News.,@act4america and @BreitbartNews are against the law in Texas.,"@act4america, @jjauthor and @BreitbartNews don't want to live under Sharia law.",@act4america and @BreitbartNews are against Sharia law in the US.
560207034545889281,"King tells Burger how to say ""I love you"".","King tells Burger how to say ""I love you"".","King tells Burger how to say ""I love you"".","King says ""I love you"" to Burger."
560414522758799361,King wants to have breakfast at Burger King.,King wants to know if he can have a burger for breakfast.,King and Burger are having a breakfast together.,King is having breakfast at Burger King.
560442390805090307,Squarespace shares a video with Jeff Bridges.,Squarespace shares a video with Jeff Bridges.,Squarespace shares a funny video with Jeff Bridges.,Jeff loves Squarespace's new album.
560474897013415936,Wendys is on Twitter.,Wendys wants to buy something.,Wendy will pay $1 for every Frosty she gets.,Wendy's is offering a deal.
560873850846846978,@Patriotic_Me and @veritaz don't support the current administration.,Patriotic and Christi chat about politics and religion.,Patriotic is disappointed with Texas.,Patriotic wants to know if it's possible to kill someone with a knife.
561280944045576192,Amy is angry at Peddoc.,@peddoc63 and @AmyMek think it's a good idea.,There is no Sharia law in Texas.,There's a law that says you can't do something unless it's voluntary.
561952533942661120,@peddoc and @AmyMek have a problem.,Amy wants to know if she should be deported.,Peddoc is in Texas.,The relationship between Marianne and Peddoc is bad.
562090534945431552,Forbes.com is a news website.,Forbes predicts that the Patriots will win.,This article originally appeared on Business Insider.,"According to Wikipedia, it is:"
562093717201616896,The score is 1-1-1.,The score is 1-1-1.,The score is 1-1-1.,The score is 1-1-1.
562256876763901953,The conversation is open to everyone.,The score is 1-0-1.,The score is  1-0.,(http://www.washingtonpost.com/
562313802369073153,The winner will be announced on February 27th.,"The game is called ""Super Bowl XLIX"".",I don't think anyone in the world would be able to do that.,This is what I was talking about.
562387516964491265,It's too early to talk about politics.,Yammer is on Twitter.,Yammer shares his views on politics.,There's a lot to know about
563117355254161408,EAMadden predicted the final score of the game.,EAMadden predicts the final score of the game.,EAMadden predicts the final score of NFL.,EAMadden predicted the final score of the game.
563123548857053184,@peddoc is on Twitter.,@peddoc is on Twitter.,@peddoc is a Twitter account.,@peddoc is on Twitter.
565999191982616577,There's no chance he's a Republican.,It looks like he knows his place.,There is no such thing as a perfect world.,"The following is an extract from ""All in the Family""."
566089610485579776,Moms demand their children's education.,Moms demand answers to their questions.,Moms demand to know if they are the one holding the vote.,Molly wants to know what kind of respect does she should give to the governor.
566999951449001984,@assholeofday is a misogynist.,@assholeofday is an asshole.,@assholeofday is a misogynist.,@assholeofday is a dick.
567596847330373632,Krispy Kreme is advertising.,Edzitron is trying to be inclusive.,@edzitron is the name of a Twitter account.,Krispy Kreme is headquartered in the American South.
567765185407234049,"""Who from Krispy kreme"" would be a good idea.",Krispy Kreme is going to launch a new website on Wednesday.,Krispy Kreme has a problem with spelling.,There was a misunderstanding on Twitter.
568075025418317826,"Krispy Kreme apologizes for the ""KKK"" promotion.",Krispy Kreme apologizes for the promo.,Krispy Kreme apologizes for the promotion.,Krispy Kreme apologizes for the commercial.
568452856224747520,There is no such thing as a free lunch.,On Twitter @a_in_,The Internet is full of lies.,The following files are available to download.
568568737621630977,There is no such thing as too much money.,This is what happens when you drink too much.,Macklemore is a very interesting person.,"The more you know, the better."
568571403756294144,Dawny has gone too far.,@dawnyohosie,@dawnyohosie is horrified at news that macklemore has joined ISIS.,@dawnyohosie
568580363339091968,The guy has been screwing around with Uber.,The author tweets @Kinnis_,Theresa May has announced that she is resigning.,It's not all good news for Uber.
568589712644026368,There is no such thing as a free lunch.,There is nothing new today at Lawblob.,Macklemore deletes a tweet.,@lawblob wants to know if he should join.
568905632998412288,Someone on Twitter is trolling Macklemore.,There is no such thing as too much information.,Someone trolled John on Twitter.,There is a link to a video on YouTube.
569908998717243392,@JamieDornan_org is spreading rumors about him.,Jamie Dornan is not happy about the rumors.,Jamie Dornan is upset with the media.,@JamieDornan_org and @katef
570341828479725570,Shades is on Twitter.,The Internet is full of lies.,There's a lot of gossip on Twitter.,The following files are available to download.
570405783306944514,Jamie Dornan is leaving Fifty Shades of Grey.,Jamie is leaving Fifty Shades of Grey.,Jamie Dornan is leaving Fifty Shades of Grey.,Jamie Dornan is leaving Fifty Shades of Grey.
571052823665704960,Callisto is on Twitter.,Callisto is on Twitter.,Callisto is on Twitter.,It's a long time since I last wrote.
572002458647412736,@ffweekend has a great interview with a young man.,@ffweekend is an amazing young man.,@ffweekend is proud of her son.,@ffweekend has blocked a person on Facebook for disagreeing with him.
574004164570841088,It's a shame that parents punish their children for something they have no control over.,It's a shame that the teacher did that to the child.,There is a problem with bullying in schools.,There's a problem with ABC.
574062768896212992,There's something wrong with ABC's policy.,The teacher punished the boy for not paying attention.,It's a shame what ABC did to a child.,It's a shame what ABC did to the child.
576319832800555008,The Internet is full of rumors.,The following is a link to a website.,The following files are available to download.,There is no such thing as too much money.
576513463738109954,There is no such thing as free will.,There is no such thing as a free lunch.,There's a whole lot of talk.,People are just making things up.
576829262927413248,Reebok is offline.,The following files are available to download.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
580320684305416192,There is no such thing as an accident.,The following is a list of current events.,The following files are available to download.,Johannes Geld is for sale.
580325090367315968,There is no emergency at the moment.,The temperature has risen to 38°C.,There are more things to do than read.,There's a lot of traffic on the road.
616686132387028992,There is no such thing as free will.,There is no such thing as good marketing.,It's good to be careful with money.,There is a lot of money in the bank.
621025025806577664,The decision was already made.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
633397936563560449,Sebastian is from Buenos Aires.,Sebastian is from Buenos Aires.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
640118021101604864,There is no such thing as too much information.,The following files are available to download.,There is no longer a link to this page.,Hilary is a freelance journalist.
640182854928961536,There is no such thing as free lunch.,There is no such thing as too much money.,There's a lot of work to be done.,There is no such thing as too much information.
641665203046907904,There is no such thing as a free lunch.,There is no such thing as too much information.,It's not the best time of day.,Someone is going to sue someone.
643807909856415744,There's a lot of work to be done.,It's like a present from the past.,There is no such thing as a free lunch.,There is no such thing as too much information.
644321231618076673,Rena is a freelance journalist.,It is more important than you think.,"According to Wikipedia, it's worth $",It's very close to Christmas.
648993731169939456,There is no such thing as too much information.,There is no such thing as too much information.,It's not what you think it is.,(http://www.washingtonpost.com/
650254360727973889,Johannes is from Germany.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
650710483289419776,Johannes is from Germany.,There is no such thing as too much information.,The following files are available to download.,There's something wrong with this photo.
650952376954650629,There's nothing special about it.,@thedailykevin.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
650975967146602496,Rob Delaney is angry about plastic bags.,Rob Delaney tweets about plastic bags.,@robdelaney and @krisjacob89 don't want to use plastic bags.,Rob Delaney is angry at Rob Delaney.
651044059222556674,@Pundamental has a joke about plastic bags.,The average IQ is lower than that of a person.,Punditry is wrong.,There's a lot of stuff in that cupboard.
651486105628463105,There are too many things to say.,There is no such thing as a free lunch.,TOMMY is on Twitter.,Zainab is on Twitter.
651786568592658433,The Internet is a wonderful thing.,@fxnle is on Twitter.,There is no such thing as too much information.,There are some people who don't believe in God.
651858133304782848,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as free lunch.,E-mail this article to a friend.
652300118205427716,It's a slow day at work.,I'm coming back to Texas today.,There is no such thing as fake news.,There is no such thing as too much meat.
652349108653551616,Huffington is a vegetarian.,Huffington is not a vegetarian.,Huffington is a vegetarian.,Huffington is a vegetarian.
652982112870662144,Huffington is a vegetarian.,Huffington is a vegetarian.,Huffington is a vegetarian.,Huffington shares a link to a blog post about vegetarians.
653285570383335424,@arron is a writer and musician.,There is no such thing as too much information.,The video is available on YouTube.,There is no such thing as too much information.
653432177632387072,It's been a while since I've blogged.,There's nothing to say about it.,There is no such thing as too much chocolate.,Jennifer is a freelance journalist.
655812191233417216,@robb is on Twitter.,ROBERT is having a bad day.,@robb is on Twitter.,@robb is on Twitter.
655815788675399680,Randi is having a wedding today.,Theresa is a freelance journalist.,Theresa is a freelance journalist.,On Twitter @joshuad
656361703664451585,The money is going to good causes.,Lochhead has had a no bag policy for about 2 years.,Richard is on Twitter @richardlochhead,Richard wants to know how much it costs to replace a piece of plastic.
658755852199927808,There is no such thing as too much meat.,There is no such thing as too much information.,There's more to this story.,There is no such thing as too much information.
658938136299511808,There is no such thing as too much food.,There's more to life than just money.,Telegraph.co.uk is on WhatsApp.,There is no such thing as too much information.
661184793342775296,@Davos wants to know what to do before breakfast.,Davos is going to have breakfast.,Davos wants to know when breakfast is.,Davos is going to eat breakfast.
663744139666804736,@mydaughtersarmy claims that Christians are hypocrites.,@mydaughters and @Bipartisan are having a fight on Twitter.,@mydaughters wants him to give her the money.,@mydaughtersarmy wants to know if it's ok to feed the homeless.
665302351742275584,It's too late to change anything.,Theresa is on Twitter: @Teresa_,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
665317131597291520,There is no such thing as too much information.,There is no cure for cancer.,There is no such thing as too much alcohol.,(http://www.washingtonpost.com/
665498651742085124,Poland refuses to accept refugees from Syria.,There's nothing to fear from Eastern Europe.,There are people who don't want to accept refugees.,@philskents wants to know if he can come to his country.
670380354822348801,The New York Times shares a photo of a man who shot up a building.,The New York Times reports that Trump is trying to divide the country.,The New York Times has a story about Muslims in the US.,The New York Times shares a photo of refugees.
674713782778654721,There are bright spots on the map.,Mag has sent a link to a video.,Mag shares a video with some interesting facts.,Mag is the only one that sees the blue spots.
675434959939756032,The New York Times is intolerant.,The New York Times is trying to convince people that Muslims are not good people.,The New York Times is being misrepresented by Muslims.,The New York Times is accusing Muslims of being unpatriotic.
676586804242309121,It's time for David to go to sleep.,It's a dream come true.,There are many ways to kill a person.,The situation in Spain is getting worse.
676970570160988160,@nprpolitics is right.,Bret Baier is @nprpolitics.,There's a lot of talk about Trump and politics.,@nprpolitics is giving too much time to the debate.
677950378785271808,@AndresLop is coming back to the screen.,@rebeccasugar is happy.,@rebeccasugar is going to be on the Internet soon.,@rebeccasugar thanks
678277910537588737,@davidduchovny is on Twitter.,I can't wait for the show.,There are many of my favourites.,@davidduchov on Twitter.
678733118648524800,The author tweets at @nybooks.,There is still hope for the future.,The Internet is a wonderful thing.,There is a significant number of books in this collection.
682548344690970624,"It's a new year, so it's time to celebrate.",There's a lot of oil in the world.,The following files are available to download.,The following files are available to download.
682629960826224646,The world is falling apart around us.,There's an attempt to silence people on Twitter.,Sebastian is a freelance journalist.,The best is yet to come.
683158807959089152,There is no such thing as too much information.,It is never too late to help someone.,There is a link to this article on Yahoo.,There is no such thing as too much information.
683731779342188545,@Gawker and @IamDonCheadle are calling each other names.,@Gawker and @OliverBurke are calling each other names.,Libya is sending people to prison.,@Gawker and @IamDonCheadle think it's a good idea to turn off the water.
684118654418419712,Victoria is trying to make sense of the situation.,She's gonna be on TV.,Victoria is proud of her looks.,Vikki is from Victoria.
684488313512800256,The New York Times has posted a photo of a man crying.,The New York Times has posted a photo of a man who killed people.,President Obama is the worst president in history according to the New York Times.,The New York Times has a photo of a man with a gun.
684878165714563072,There is no such thing as too much information.,The following files are available for download.,The link is not working properly.,(http://www.washingtonpost.com/
685232704774787072,"According to Wikipedia, it is:",On Twitter @aemilius,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
685473149291479040,There is no such thing as too much information.,"He's still alive, but he's not well.",It's David Bowie's birthday today.,It's Elvis' birthday today.
685633217160998912,It's Mr. Spock's birthday today.,There is no such thing as time travel.,There is no such thing as too much information.,It's Mr. Happy's birthday today.
686421576904916992,Kourtney Kardash is on Twitter.,Jenner is on Twitter @kourtneykardash,Kourtney shares a picture with Kylie.,Kylie is on Twitter.
686422922894815233,@AishaBett is on Twitter.,@AishaBett is on Twitter.,There is no such thing as too much information.,@emilybett on Twitter.
686493272806576128,There's a lot to unpack.,Mr. and Mrs. David are divorcing.,The author is applying for a job.,There is no such thing as too much space.
686527768327274497,It's not that you lost the battle but you fought hard.,@freakonomics is in a battle with cancer.,There's a war on for your mind.,The fight against cancer is ongoing.
687617323235147776,@empiremagazine on Twitter.,@empiremagazine on Twitter.,"It's a hoax, but it's true.",It's a sad day for me.
687617735833026560,It was a sad day for him.,@empire is in tears.,The voice of God is Esmerelda.,@empire is one of the best movies ever.
687630364936957952,There is no such thing as too much information.,What are you prepared to eat?,There is no such thing as too much information.,There's good news and bad news.
687631811560763392,"""Breaking news"" is a bad idea.",The BBC has broken the news.,Breaking news is good for business.,The BBC is breaking some news.
687632433483759616,The BBC has aired a film which is not good.,The BBC is looking forward to a new series.,"It's not worth watching, but it's worth watching.",The Martian is on BBC iPlayer now.
687639526282498049,There is no such thing as too much information.,It's too early for it to happen this way.,It's her birthday today.,She'll make history by being the first woman president.
687673284436082689,On Twitter @johnyvonnegut,Alan's death is being investigated.,It's sad to hear of Alan's passing.,The writer is a freelance journalist.
687674548712505346,It's not to be said but it's true.,The world will remember you.,It is sad that he died.,There is no such thing as a free lunch.
687734662249246724,@eonline and @b_hierholzer don't like each other.,@eonline is the best part of the show.,@eonline is sad that he won't be seeing his friends.,@eonline wants to know why the show is cancelled.
687766167558164481,@eonline doesn't understand why people are upset with her.,@eonline and @savage agree that Caitlyn deserves better.,@eonline doesn't know what a penis is.,@eonline is that one okay?
687786822475366401,There is no such thing as too much information.,The conversation is open to everyone.,There is no such thing as too much information.,"According to the website, there is a problem with e-mail."
687911282922631168,The BBC is reporting on the situation in Somalia.,There are no Muslims in the BBC.,The BBC reports that there is a terrorist attack in Somalia.,The BBC is breaking news on Twitter.
687945926774800385,Breaking news is bad for BBC.,The BBC broke the news on Twitter.,The BBC is breaking a story about cannabis.,The BBC broke the news that people died in a drug trial.
687956181646753792,There is no cure for cancer.,There's a lot to see.,There's more to this story.,There's nothing to see here.
688027085730897921,The BBC broke the news on Twitter.,There's a new drug on the market.,There is a trial taking place at BBC.,The BBC is breaking a story.
688096910217879554,WhiteHouse wants POTUS to implement the law on guns in schools.,President Obama is going to visit NASA this weekend.,NASA is going to send a message to President Trump.,POTUS wants to talk to White House.
688110059553861634,POTUS has sent a video to White House.,President Obama is a great man.,President Obama is a good man.,@POTUS is one of the most elegant people.
688147918113538049,The BBC is breaking the news.,Two people have been killed in Burkina Faso.,BBC is reporting about a terrorist attack in Burkina Faso.,The BBC is breaking the news from Burkina Faso.
688281442162352128,There's a war on for your mind.,The BBC broke a story about Muslims attacking Muslims.,The end of the world is near.,There was a fight in a hotel in Burkina Faso.
688437279405305856,Celine's brother died of cancer.,Celine lost her life to cancer.,Celine lost her husband and brother.,Celine lost her husband and brother.
688441130271289350,There is no such thing as too much information.,Jamaica is a weird place.,Trevor is on Twitter.,"According to him, it's not about money."
688461902821855232,The BBC is breaking the news.,The BBC has a new report on North Korea's nuclear program.,The BBC is interested in this story.,Breaking News is allowed on BBC.
688502260779843587,WhiteHouse wants to know if they are in compliance with the sanctions.,WhiteHouse is spreading lies about Iran.,WhiteHouse and President Obama are going to meet.,@WhiteHouse can't wait for the end of the war.
688520025754304512,WhiteHouse is accusing Iran of violating human rights.,WhiteHouse is lying to the people.,@WhiteHouse wants to know if Iran will be allowed to build nuclear weapons.,WhiteHouse has made a fool of himself.
